Date,Object,Price,Location,Category,Object Type,Material,Link
2019-03-02 00:00:00,"Sold Mar 2 , 2019 ROMAN INDUS VALLEY TERRACOTTA POT , RARE ANCIENT ARTIFACT ( 1 ) ",161.57,United Kingdom,roman | india | ,vessel | ,terracotta | ,https://www.ebay.com/itm/ROMAN-INDUS-VALLEY-TERRACOTTA-POT-RARE-ANCIENT-ARTIFACT-1/312502039915?hash=item48c292b56b%3Ag%3A36wAAOSwxXZcdDgT&LH_Auction=1
2019-04-09 00:00:00,"Sold Apr 9 , 2019 DETECTOR FINDS ANCIENT ROMAN PENDANT COSMETIC EQUIPMENT TWEEZERS ETC ",47.23,0,roman | ,jewellery | vessel | ,?,"Didcot, United Kingdom"
2018-12-21 00:00:00,"Sold Dec 21 , 2018 Franklin Mint , The Fighting Men of the American Revolution New York Officer ",14,United States,america | ,?,?,https://www.ebay.com/itm/Franklin-Mint-The-Fighting-Men-of-the-American-Revolution-New-York-Officer/332953565106?hash=item4d859437b2%3Ag%3APcwAAOSw8PJcAh9o&LH_Auction=1
2019-05-02 00:00:00,"Sold  May 2, 2019 VERY UNUSUAL ANCIENT ROMAN BRONZE TOKEN WITH GALLEY SHIP DEPICTION",36.29,0,roman | ,?,metal | ,"Didcot, United Kingdom"
2019-03-23 00:00:00,"Sold Mar 23 , 2019 ANCIENT VERY RARE ROMAN PERIOD DECORATED TOGA DRESS PIN and ord Cent AD ( 10 ) ",17.75,United Kingdom,roman | ,clothing | ,?,https://www.ebay.com/itm/ANCIENT-VERY-RARE-ROMAN-PERIOD-DECORATED-TOGA-DRESS-PIN-2nd-3rd-Cent-AD-10/312533846330?hash=item48c478093a%3Ag%3AdUIAAOSweqNcj9dT&LH_Auction=1
2019-02-21 00:00:00,"Sold Feb 21 , 2019 Rare Large Ancient Egyptian Scarab Middle Kingdom ( 2000 BCE ) ",42.38,United Kingdom,egyptian  | ,jewellery | tool | ,?,https://www.ebay.com/itm/Rare-Large-Ancient-Egyptian-Scarab-Middle-Kingdom-2000-BCE/173794365703?hash=item2876f39107%3Ag%3AL3wAAOSw6KxcSh5z&LH_Auction=1
2018-11-13 00:00:00,"Sold Nov 13 , 2018 Very Beautiful Persian aisha puri Lovely Turquoise Stone persian Turquoise # air ",26,United States,near east | ,?,stone | ,https://www.ebay.com/itm/Very-Beautiful-Persian-Nisha-puri-Lovely-Turquoise-Stone-Persain-Turquoise-Ai9/223216095516?hash=item33f8b7511c%3Ag%3AyfUAAOSwtxlb3dli&LH_Auction=1
2018-11-27 00:00:00,"Sold Nov 27 , 2018 RARE 17 with CENTURY X LARGE ORNATE ` OLD BELIEVERS d' ORTHODOX sun CROSS PENDANT ",41,Russia,?,religious | ,?,https://www.ebay.com/itm/RARE-17-18th-CENTURY-X-LARGE-ORNATE-OLD-BELIEVERS-ORTHODOX-SUN-CROSS-PENDANT/183540374317?hash=item2abbdbdb2d%3Ag%3AFVUAAOSwA29b79d8&LH_Auction=1
2018-12-02 00:00:00,"Sold Dec 2 , 2018 ROMAN FINGER RING ENGRAVED EAGLE THE SYMBOL OF THE ROMAN EMPIRE ",9.82,Bulgaria,roman | ,jewellery | ,?,https://www.ebay.com/itm/ROMAN-FINGER-RING-ENGRAVED-EAGLE-THE-SYMBOL-OF-THE-ROMAN-EMPIRE/253998550651?hash=item3b237e4e7b%3Ag%3AO4AAAOSw%7Eatb-t1U&LH_Auction=1
2019-03-03 00:00:00,"Sold Mar 3 , 2019 BEAUTIFUL ANCIENT EGYPTIAN GLAZED FAIENCE STATUETTE OF RA ",60.37,United Kingdom,egyptian  | ,statue | ,terracotta | ,https://www.ebay.com/itm/BEAUTIFUL-ANCIENT-EGYPTIAN-GLAZED-FAIENCE-STATUETTE-OF-RA/153393674382?hash=item23b6f9b88e%3Ag%3AZQYAAOSwV51cWET8&LH_Auction=1
2019-04-07 00:00:00,"Sold Apr 7 , 2019 Ancient Rare Mosaic Glass with 2 Faces lovely Pendant # 10 ",15.5,0,?,jewellery | household | ,glass | ,"Bangkok, Thailand"
2019-04-24 00:00:00,"Sold Apr 24 , 2019 RARE BEAUTIFUL ANCIENT EGYPTIAN LION AMULET 300 bbc . ( 4 ) ",53.79,0,egyptian  | ,religious | ,?,"Forest Row, East Sussex, United Kingdom"
2019-01-28 00:00:00,"Sold Jan 28 , 2019 Stunning Rare Unique Ancient Roman Silver ring Senatorial Legionary Face Emperor ",17,Bulgaria,roman | ,jewellery | ,metal | ,https://www.ebay.com/itm/Stunning-Rare-Unique-Ancient-Roman-Silver-ring-Senatorial-Legionary-Face-Emperor/173766443488?hash=item28754981e0%3Ag%3ATZoAAOSwiudcTyc%7E&LH_Auction=1
2019-04-30 00:00:00,"Sold Apr 30 , 2019 EXTREMELY RARE INTACT ANCIENT EGYPTIAN ALABASTER CARVED RITUAL BOWL ",47.23,0,egyptian  | ,religious | vessel | ,stone | ,"Didcot, United Kingdom"
2018-12-12 00:00:00,"Sold Dec 12 , 2018 Ancient Chinese Coin Brass 200 BC Token Medal Artifact Far East Authentic ",28.89,,china | ,coin | ,metal | ,
2018-12-16 00:00:00,"Sold Dec 16 , 2018 BEAUTIFUL ANCIENT EGYPTIAN GLAZED STATUETTE KNEELING PHARAOH ",34.43,United Kingdom,egyptian  | ,statue | ,terracotta | ,https://www.ebay.com/itm/BEAUTIFUL-ANCIENT-EGYPTIAN-GLAZED-STATUETTE-KNEELING-PHARAOH/153292517127?hash=item23b0f22f07%3Ag%3AM14AAOSwv0dcCPaZ&LH_Auction=1
2019-04-14 00:00:00,"Sold Apr 14 , 2019 EXTREMELY RARE Ancient ring VIKING BRONZE VERY Stunning museum quality artifact ",0.99,0,viking | ,jewellery | ,metal | ,"Morocco , Morocco"
2018-11-11 00:00:00,"Sold Nov 11 , 2018 RARE HUGE PHOENICIAN FACE PENDANT 30059 SUPER QUALITY ( 5 ) ",13.56,United Kingdom,near east | ,jewellery | ,?,https://www.ebay.com/itm/RARE-HUGE-PHOENICIAN-FACE-PENDANT-300BC-SUPER-QUALITY-5/312300479827?hash=item48b68f2553%3Ag%3AlxkAAOSwaepb4X%7EI&LH_Auction=1
2018-12-17 00:00:00,"Sold Dec 17 , 2018 AUTHENTIC VIKING ERA BRONZE LUNAR / MOON CRESCENT PENDANT -641 ",39.29,United Kingdom,viking | ,jewellery | ,metal | ,https://www.ebay.com/itm/AUTHENTIC-VIKING-ERA-BRONZE-LUNAR-MOON-CRESCENT-PENDANT-H641/254015895080?hash=item3b2486f628%3Ag%3AhicAAOSwOnJcClSP&LH_Auction=1
2019-01-19 00:00:00,"Sold Jan 19 , 2019 CIRCA 100 400 AD ERA ROMAN BRONZE EUROPEAN GODDESS MOUNT ",21.19,United Kingdom,roman | european | ,religious | tool | ,metal | ,https://www.ebay.com/itm/CIRCA-100-400-AD-ERA-ROMAN-BRONZE-EUROPEAN-GODDESS-MOUNT/254060192472?hash=item3b272ae2d8%3Ag%3Aub0AAOSwmE9cNfmu&LH_Auction=1
2019-02-10 00:00:00,"Sold Feb 10 , 2019 ANCIENT ROMAN Iron FIRE STARTER FIRE STRIKER LOT OF 2 ",13.99,Austria,roman | ,tool | ,metal | ,https://www.ebay.com/itm/ANCIENT-ROMAN-Iron-FIRE-STARTER-FIRE-STRIKER-LOT-OF-2/223364372623?hash=item34018dd88f%3Ag%3AZscAAOSweI1cVyxO&LH_Auction=1
2018-11-07 00:00:00,"Sold Nov 7 , 2018 AUTHENTIC ANCIENT ROMAN GLASS MEDICINE FLASK l99 ",56.79,United Kingdom,roman | ,vessel | ,glass | ,https://www.ebay.com/itm/AUTHENTIC-ANCIENT-ROMAN-GLASS-MEDICINE-FLASK-L499/253959112354?hash=item3b212486a2%3Ag%3AoiAAAOSwvupbv2Od&LH_Auction=1
2019-02-20 00:00:00,"Sold Feb 20 , 2019 VERY RARE INTACT ROMAN SILVER SEAL RING CIRCA 100 200 AD ",51.65,Cyprus,roman | ,jewellery | tool | ,metal | ,https://www.ebay.com/itm/VERY-RARE-INTACT-ROMAN-SILVER-SEAL-RING-CIRCA-100-200-AD/202596220605?hash=item2f2bacfebd%3Ag%3AnDUAAOSwJihcZDpW&LH_Auction=1
2019-04-06 00:00:00,"Sold Apr 6 , 2019 RARE ANCIENT VIKING BRONZE LARGE ARROW HEAD 9 with CENTURY AD ( 4 ) ",9.84,0,viking | ,weapon | ,metal | ,"Forest Row, East Sussex, United Kingdom"
2019-01-11 00:00:00,"Sold Jan 11 , 2019 AUTHENTIC MEDIEVAL VIKING ERA BRONZE DECORATED BRACELET / ARM RING 4877 ",16.55,United Kingdom,medieval | viking | ,jewellery | ,metal | ,https://www.ebay.com/itm/AUTHENTIC-MEDIEVAL-VIKING-ERA-BRONZE-DECORATED-BRACELET-ARM-RING-H877/254052991262?hash=item3b26bd011e%3Ag%3AIjEAAOSwe9VcL1Gu&LH_Auction=1
2018-12-12 00:00:00,"Sold Dec 12 , 2018 Ancient Roman Scent Bottle st 2 Century AD Nice Iridescence ",27,Austria,roman | ,vessel | ,?,https://www.ebay.com/itm/Ancient-Roman-Scent-Bottle-1st-2-Century-AD-Nice-Iridescence/264074878607?hash=item3d7c16de8f%3Ag%3ALIUAAOSwMg5cCD9b&LH_Auction=1
2018-12-12 00:00:00,"Sold Dec 12 , 2018 Ancient VIKING BRONZE Ring quality artifact VERY Stunning Vintage ",9.9,Morocco,viking | ,jewellery | ,metal | ,https://www.ebay.com/itm/Ancient-VIKING-BRONZE-Ring-quality-artifact-VERY-Stunning-Vintage/192745057222?hash=item2ce0802bc6%3Ag%3ANIoAAOSwJ8pbY2KC&LH_Auction=1
2019-01-08 00:00:00,"Sold Jan 8 , 2019 Silver gilded medieval ring with an eagle ",50.33,United Kingdom,medieval | ,jewellery | ,metal | ,https://www.ebay.com/itm/Silver-gilded-medieval-ring-with-an-eagle/254048794882?hash=item3b267cf902%3Ag%3AeNYAAOSwIS9cK3XW&LH_Auction=1
2019-03-31 00:00:00,"Sold Mar 31 , 2019 3691 Ancient Roman bronze handle of a vessel ",4.21,,roman | ,vessel | ,metal | ,
2018-11-29 00:00:00,"Sold Nov 29 , 2018 Ancient Roman Senatorial Legionary Silver ring Leg XX Valeria victim AUGUSTUS ",52,Bulgaria,roman | ,jewellery | ,metal | ,https://www.ebay.com/itm/Ancient-Roman-Senatorial-Legionary-Silver-ring-Leg-XX-Valeria-Victrix-AUGUSTUS/163391349371?hash=item260ae2227b%3Ag%3ADyIAAOSwYUZb9361&LH_Auction=1
2018-11-17 00:00:00,"Sold Nov 17 , 2018 Ancient Viking SILVER amulet pendant engraved Viking symbols amazing VERY RARE ",0.01,Morocco,viking | ,religious | jewellery | ,metal | ,https://www.ebay.com/itm/Ancient-Viking-SILVER-amulet-pendant-engraved-Viking-symbols-amazing-VERY-RARE/332870876648?hash=item4d80a67de8%3Ag%3A1KIAAOSw4vpb4s3%7E&LH_Auction=1
2018-12-05 00:00:00,"Sold Dec 5 , 2018 GENUINE ROMAN DECORATED a RING Wearable ",29.68,,roman | ,jewellery | ,?,
2019-04-16 00:00:00,"Sold Apr 16 , 2019 AUTHENTIC ANCIENT ROMAN CLASSICAL TERRACOTTA JUG WITH HANDLE ",39.36,0,roman | ,vessel | ,terracotta | ,"Didcot, United Kingdom"
2018-12-05 00:00:00,"Sold Dec 5 , 2018 Ancient Roman Bronze Ring . ",4,Morocco,roman | ,jewellery | ,metal | ,https://www.ebay.com/itm/Ancient-Roman-Bronze-Ring/113408273863?hash=item1a67a8edc7%3Ag%3AtTMAAOSwgSJbcJYh&LH_Auction=1
2018-12-07 00:00:00,"Sold Dec 7 , 2018 AUTHENTIC ANCIENT andhra SCHIST STONE BUDDHA is HAND HOLDING VEGETABLES  790 ",31.65,United Kingdom,?,religious | ,stone | ,https://www.ebay.com/itm/AUTHENTIC-ANCIENT-GANDHARA-SCHIST-STONE-BUDDHAS-HAND-HOLDING-VEGETABLES-L790/253995621962?hash=item3b23519e4a%3Ag%3ApHgAAOSwCXFb-AGe&LH_Auction=1
2019-03-03 00:00:00,"Sold Mar 3 , 2019 Authentic Rare Found intact Ancient Roman Glass Drink Cup 15 cm ",62,,roman | ,vessel | ,glass | ,
2019-03-04 00:00:00,"Sold Mar 4 , 2019 BYZANTINE TO POST MEDIEVAL BRONZE RING WITH CROWN SHAPED bevel ",35,,greek | medieval | ,jewellery | ,metal | ,
2018-11-25 00:00:00,"Sold Nov 25 , 2018 Byzantine Enkolpion Reliquary Cross ",17.99,,greek | ,religious | ,?,
2019-02-09 00:00:00,"Sold Feb 9 , 2019 Ancient Viking Silver Amulet Pendant of Norse Snake / Serpent , circa 950 1000 Ad ",11.83,United Kingdom,viking | ,religious | jewellery | ,metal | ,https://www.ebay.com/itm/Ancient-Viking-Silver-Amulet-Pendant-of-Norse-Snake-Serpent-circa-950-1000-Ad/264177176558?hash=item3d822fcfee%3Ag%3AnKYAAOSwnh5cVf5o&LH_Auction=1
2018-12-07 00:00:00,"Sold Dec 7 , 2018 ORIGINAL VINTAGE SILVER PENDANT OF ASTERIX VERY RARE ",42.38,Cyprus,?,jewellery | ,metal | ,https://www.ebay.com/itm/ORIGINAL-VINTAGE-SILVER-PENDANT-OF-ASTERIX-VERY-RARE/202520467426?hash=item2f272917e2%3Ag%3AY6EAAOSwtjhcAWvk&LH_Auction=1
2019-01-08 00:00:00,"Sold Jan 8 , 2019 Ancient Roman Senatorial Legionary Silver Pendant BRUTUS assassination of CAESAR ",3.25,Bulgaria,roman | ,jewellery | ,metal | ,https://www.ebay.com/itm/Ancient-Roman-Senatorial-Legionary-Silver-Pendant-BRUTUS-assassination-of-CAESAR/332968394539?hash=item4d86767f2b%3Ag%3A9KkAAOSwybtcHIet&LH_Auction=1
2019-01-17 00:00:00,"Sold Jan 17 , 2019 large lot with nail , coils , floor tiles , belt buckle p. european roman c1300 10062 ",33,Germany,roman | european | ,clothing | household | ,?,https://www.ebay.com/itm/large-lot-with-nail-coils-floor-tiles-belt-buckle-european-roman-ca-300-100AD/264129186701?hash=item3d7f538b8d%3Ag%3A-uIAAOSwa1ZcN5tE&LH_Auction=1
2018-11-14 00:00:00,"Sold Nov 14 , 2018 LOT OF miss . ANCIENT BRONZE ARTIFACTS LOW STARTING PRICE ",64,Austria,?,?,metal | ,https://www.ebay.com/itm/LOT-OF-MISC-ANCIENT-BRONZE-ARTIFACTS-LOW-STARTING-PRICE/323538695173?hash=item4b5468b405%3Ag%3AEyMAAOSwXbFb4yj4&LH_Auction=1
2019-01-20 00:00:00,"Sold Jan 20 , 2019 Lot of 30 Ancient Roman Legionary armour Pieces ",22.5,Israel,roman | ,weapon | tool | ,?,https://www.ebay.com/itm/Lot-of-30-Ancient-Roman-Legionary-Armor-Pieces/392216141684?hash=item5b51e75f74%3Ag%3AUhAAAOSwlThcPgdf&LH_Auction=1
2018-11-22 00:00:00,"Sold Nov 22 , 2018 Ancient Rare Neolithic English Granite Hammer Stone Lincolnshire Fen Edge 2010 ",120.03,United Kingdom,pre-historic | ,?,stone | ,https://www.ebay.com/itm/Ancient-Rare-Neolithic-English-Granite-Hammer-Stone-Lincolnshire-Fen-Edge-2010/352516267227?hash=item52139b5cdb%3Ag%3AO-YAAOSwVMJb7ZzX&LH_Auction=1
2019-01-04 00:00:00,"Sold Jan 4 , 2019 ANCIENT BRONZE AND IRON ROMAN KNIFE ",34.99,Bulgaria,roman | ,weapon | tool | ,metal | ,https://www.ebay.com/itm/ANCIENT-BRONZE-AND-IRON-ROMAN-KNIFE/123568235158?hash=item1cc53da296%3Ag%3AHVsAAOSwHu5b9OaU&LH_Auction=1
2019-04-21 00:00:00,"Sold Apr 21 , 2019 Collection of ancient Greek Roman Byzantine & Medieval coins 400 BC 1500 AD lot ",5.5,0,greek | roman | medieval | ,coin | ,?,"Lummi Island, Washington, United States"
2019-03-18 00:00:00,"Sold Mar 18 , 2019 AUTHENTIC ANCIENT INDUS VALLEY TERRACOTTA BOWL we DEER MOTIF 1316 ",147.22,United Kingdom,india | ,vessel | ,terracotta | ,https://www.ebay.com/itm/AUTHENTIC-ANCIENT-INDUS-VALLEY-TERRACOTTA-BOWL-W-DEER-MOTIF-l316/254154293417?hash=item3b2cc6c0a9%3Ag%3AHKUAAOSwA05cgRjf&LH_Auction=1
2019-01-10 00:00:00,"Sold Jan 10 , 2019 INTACT EGYPTIAN PTOLEMAIC PERIOD FAIENCE CLEOPATRA BUST AMULET CA 100 50 BC ",31.78,,egyptian  | ,religious | statue | ,terracotta | ,
2019-02-14 00:00:00,"Sold Feb 14 , 2019 ROMAN ERA IRON SPEAR HEAD ",38,Ukraine,roman | ,weapon | ,metal | ,https://www.ebay.com/itm/ROMAN-ERA-IRON-SPEAR-HEAD/323680407010?hash=item4b5cdb0de2%3Ag%3AQ3UAAOSwBAZcWDoL&LH_Auction=1
2019-03-08 00:00:00,"Sold Mar 8 , 2019 CIRCA 664 33245 ANCIENT EGYPTIAN shanti shanti WITH HIEROGLYPHICS ",70.36,United Kingdom,egyptian  | ,statue | text | ,?,https://www.ebay.com/itm/CIRCA-664-332BC-ANCIENT-EGYPTIAN-USHABTI-SHABTI-WITH-HIEROGLYPHICS/153399105566?hash=item23b74c981e%3Ag%3A40kAAOSwdOlcXBBH&LH_Auction=1
2019-01-14 00:00:00,"Sold Jan 14 , 2019 Multi Color buddha Statue ",25,United States,?,statue | religious | ,?,https://www.ebay.com/itm/Multi-Color-Buddah-Statue/183625621554?hash=item2ac0f0a032%3Ag%3A%7ElAAAOSwxO9cM-Bh&LH_Auction=1
2018-11-23 00:00:00,"Sold Nov 23 , 2018 Old Rare Silver Agate Roman intaglio cow stone Ring ",22.5,Thailand,roman | ,jewellery | ,metal | stone | ,https://www.ebay.com/itm/Old-Rare-Silver-Agate-Roman-intaglio-cow-stone-Ring/123498520460?hash=item1cc115df8c%3Ag%3ATKYAAOSw5UFb8ZH6&LH_Auction=1
2018-10-26 00:00:00,"Sold Oct 26 , 2018 Ancient battle ax iron , kieran Rus Vikings 9 12 century AD ",43.66,Ukraine,russian | viking | ,weapon | ,metal | ,https://www.ebay.com/itm/Ancient-battle-ax-iron-Kievan-Rus-Vikings-9-12-century-AD/232968846101?hash=item363e067b15%3Ag%3AeVkAAOSw8JZboA13&LH_Auction=1
2019-01-10 00:00:00,"Sold Jan 10 , 2019 Indus Valley Painted Terracotta Zebu Bull Idol Statue 2600 1900 BC ",21.19,Cyprus,?,religious | statue | ,terracotta | ,https://www.ebay.com/itm/Indus-Valley-Painted-Terracotta-Zebu-Bull-Idol-Statue-2600-1900-BC/392206903028?hash=item5b515a66f4%3Ag%3A5xwAAOSwiSVb9F6n&LH_Auction=1
2018-10-26 00:00:00,"Sold Oct 26 , 2018 ROMAN ANCIENT BRONZE ENAMELLED FIBULA BROOCH 200 400 AD ( 2 ) ",9.68,Cyprus,roman | ,clothing | ,metal | ,https://www.ebay.com/itm/ROMAN-ANCIENT-BRONZE-ENAMELLED-FIBULA-BROOCH-200-400-AD-2/332845887052?hash=item4d7f292e4c%3Ag%3AL9cAAOSwYCRbyc-a&LH_Auction=1
2018-11-16 00:00:00,"Sold Nov 16 , 2018 RARE LATE ROMAN EARLY BYZANTINE bone COMB CIRCA 450 550 AD ",80.38,Cyprus,roman | greek | ,tool | ,bone | ,https://www.ebay.com/itm/RARE-LATE-ROMAN-EARLY-BYZANTINE-B0NE-COMB-CIRCA-450-550-AD/202497026680?hash=item2f25c36a78%3Ag%3APY0AAOSwnCdb5dFl&LH_Auction=1
2019-03-01 00:00:00,"Sold Mar 1 , 2019 AUTHENTIC LATE MEDIEVAL ERA BRONZE CROSS PENDANT WEARABLE 5357 ",6.62,United Kingdom,medieval | ,religious | ,metal | ,https://www.ebay.com/itm/AUTHENTIC-LATE-MEDIEVAL-ERA-BRONZE-CROSS-PENDANT-WEARABLE-J357/254135463926?hash=item3b2ba76ff6%3Ag%3AqMoAAOSwNIpcb9hl&LH_Auction=1
2018-11-23 00:00:00,"Sold Nov 23 , 2018 ROMAN BRONZE CROWN APPLIQUE ",1.99,Bosnia and Herzegovina,roman | ,?,metal | ,https://www.ebay.com/itm/ROMAN-BRONZE-CROWN-APPLIQUE/273563843440?hash=item3fb1acfb70%3Ag%3A1m0AAOSwTDpb1Ltm&LH_Auction=1
2019-03-24 00:00:00,"Sold Mar 24 , 2019 3776 Ancient Roman billion ring with a cross 18 mm . ",4.07,Serbia,roman | ,jewellery | religious | ,?,https://www.ebay.com/itm/3776-Ancient-Roman-billon-ring-with-a-cross-18-mm/183729682407?hash=item2ac72477e7%3Ag%3A4-cAAOSw6lpcim2l&LH_Auction=1
2018-12-18 00:00:00,"Sold Dec 18 , 2018 Very Rare Vintage Phoenician Vase Bead Pendant Decoration ",1.25,Hong Kong,near east | ,vessel | jewellery | decoration | ,?,https://www.ebay.com/itm/Very-Rare-Vintage-Phoenician-Vase-Bead-Pendant-Decoration/254025289911?hash=item3b251650b7%3Ag%3AjisAAOSwNYtcEyTb&LH_Auction=1
2018-11-10 00:00:00,"Sold Nov 10 , 2018 Large Antique Egyptian Hard Stone Amulet~Ancient Egypt Goddess/God Bastet/Bast ",11.51,,egyptian  | ,religious | ,stone | ,
2018-11-26 00:00:00,"Sold Nov 26 , 2018 Roman glass bracelet fragments ",10.5,United Kingdom,roman | ,jewellery | ,glass | ,https://www.ebay.com/itm/Roman-glass-bracelet-fragments/292824072997?hash=item442dacc325%3Ag%3AjnQAAOSwusdb8uya&LH_Auction=1
2019-03-18 00:00:00,"Sold Mar 18 , 2019 AUTHENTIC ANCIENT ROMAN ERA GLASS COSMETICS JAR / BOTTLE 1322 ",21.03,United Kingdom,roman | ,vessel | ,glass | ,https://www.ebay.com/itm/AUTHENTIC-ANCIENT-ROMAN-ERA-GLASS-COSMETICS-JAR-BOTTLE-L322/254154302846?hash=item3b2cc6e57e%3Ag%3AqJsAAOSwTkFcgRsS&LH_Auction=1
2019-02-23 00:00:00,"Sold Feb 23 , 2019 5 Sahara Neolithic oates , some color and quality lithic , little gems ",11.5,,pre-historic | ,?,?,
2019-03-25 00:00:00,"Sold Mar 25 , 2019 AUTHENTIC MEDIEVAL VIKING RING we DRAGON EYE MOTIF WEARABLE ju87 ",2.16,United Kingdom,medieval | viking | ,jewellery | ,?,https://www.ebay.com/itm/AUTHENTIC-MEDIEVAL-VIKING-RING-W-DRAGON-EYE-MOTIF-WEARABLE-J687/254164571482?hash=item3b2d63955a%3Ag%3A0OoAAOSwuItci675&LH_Auction=1
2018-11-10 00:00:00,"Sold Nov 10 , 2018 MEGA OFFER , DETECTOR FIND , 200 400 and ROMAN AE RING WITH 100 % REAL 3.567 EMERALD ",102.95,United Kingdom,roman | ,jewellery | ,?,https://www.ebay.com/itm/MEGA-OFFER-DETECTOR-FIND-200-400-A-D-ROMAN-AE-RING-WITH-100-REAL-3-5ct-EMERALD/312295076081?hash=item48b63cb0f1%3Ag%3AamYAAOSwSzNblr-B&LH_Auction=1
2019-03-13 00:00:00,"Sold Mar 13 , 2019 PAIR OF MEDIEVAL VIKING BRONZE DECORATIONS FOUND TOGETHER 800 AD ",11.5,Bosnia and Herzegovina,medieval | viking | ,decoration | ,metal | ,https://www.ebay.com/itm/PAIR-OF-MEDIEVAL-VIKING-BRONZE-DECORATIONS-FOUND-TOGETHER-800-AD/132974536374?hash=item1ef5e666b6%3Ag%3AjIoAAOSweedcZTKZ&LH_Auction=1
2018-11-21 00:00:00,"Sold Nov 21 , 2018 AUTHENTIC MEDIEVAL VIKING ERA BRONZE GOOSE FOOT PENDANT we TASSELS 2309 ",29.82,United Kingdom,medieval | viking | ,jewellery | ,metal | ,https://www.ebay.com/itm/AUTHENTIC-MEDIEVAL-VIKING-ERA-BRONZE-GOOSE-FOOT-PENDANT-W-TASSELS-H309/253978941369?hash=item3b225317b9%3Ag%3AEHsAAOSw5qdb6u05&LH_Auction=1
2019-03-08 00:00:00,"Sold Mar 8 , 2019 INTACT BYZANTINE DECORATED BRONZE SQUARE WEIGHT CIRCA 700 AD ",14.66,Cyprus,greek | ,tool | ,metal | ,https://www.ebay.com/itm/INTACT-BYZANTINE-DECORATED-BRONZE-SQUARE-WEIGHT-CIRCA-700-AD/202608930622?hash=item2f2c6eef3e%3Ag%3A8-0AAOSwyMRcdXu7&LH_Auction=1
2018-11-29 00:00:00,"Sold Nov 29 , 2018 rare ancient solid ring bronze viking beautiful bronze ring authentic amazing ",10.5,Morocco,viking | ,jewellery | ,metal | ,https://www.ebay.com/itm/rare-ancient-solid-ring-bronze-viking-beautiful-bronze-ring-authentic-amazing/173654972037?hash=item286ea49685%3Ag%3AuwMAAOSwEp5b9ukM&LH_Auction=1
2019-04-06 00:00:00,"Sold Apr 6 , 2019 EXTREMELY RARE ROMAN PERIOD WOLF TEETH luna AMULET SET IN SILVER CASE LOOP+++ ",149.99,0,roman | ,religious | ,metal | ,"..................., Norway"
2018-12-30 00:00:00,"Sold Dec 30 , 2018 LOT OF 4 ANCIENT BRONZE fibula ",15.4,United States,?,clothing | ,metal | ,https://www.ebay.com/itm/LOT-OF-4-ANCIENT-BRONZE-FIBULAE/202546198154?hash=item2f28b1b68a%3Ag%3AnaIAAOSw29JcH%7EZL&LH_Auction=1
2019-03-12 00:00:00,"Sold Mar 12 , 2019 Roman 2 Unique King & queen Seal Agate Stones intaglio # 10 ",18,Thailand,roman | ,jewellery | tool | ,stone | ,https://www.ebay.com/itm/Roman-2-Unique-King-queen-Seal-Agate-Stones-intaglios-10D/273749618030?hash=item3fbcbfad6e%3Ag%3A5EoAAOSwpp1cgWps&LH_Auction=1
2019-01-04 00:00:00,"Sold Jan 4 , 2019 Russian Orthodox bronze icon Saint maisie the Great . enamelled . ",55.5,Latvia,russian | ,religious | ,metal | ,https://www.ebay.com/itm/Russian-Orthodox-bronze-icon-Saint-Paisii-the-Great-Enameled/352556745745?hash=item5216050411%3Ag%3A-Q8AAOSwiwZcKTK9&LH_Auction=1
2018-11-21 00:00:00,"Sold Nov 21 , 2018 BEAUTIFUL COMPLETE GENUINE ROMAN BRONZE RING UK find ",54.45,United Kingdom,roman | ,jewellery | ,metal | ,https://www.ebay.com/itm/BEAUTIFUL-COMPLETE-GENUINE-ROMAN-BRONZE-RING-UK-find/312318996535?hash=item48b7a9b037%3Ag%3A3yEAAOSwqRlb6%7Eac&LH_Auction=1
2018-12-15 00:00:00,"Sold Dec 15 , 2018 FANTASTIC MEDIEVAL SILVER RING WITH ANIMAL SEAL 25.2e6 mm ( inner mm ) ",30.46,United Kingdom,medieval | ,jewellery | tool | ,metal | ,https://www.ebay.com/itm/FANTASTIC-MEDIEVAL-SILVER-RING-WITH-ANIMAL-SEAL-25-2gr-31mm-inner-21mm/312338844430?hash=item48b8d88b0e%3Ag%3AGzMAAOSwliFb%7ECwE&LH_Auction=1
2019-04-08 00:00:00,"Sold Apr 8 , 2019 CIRCA 1700 1800 AD SILVER ITALIAN RING WITH DEPICTION HERALDIC SYMBOL ",8.53,0,?,jewellery | ,metal | ,
2018-12-02 00:00:00,"Sold Dec 2 , 2018 Roman Bronze Seal Ring ",17.99,Bulgaria,roman | ,jewellery | tool | ,metal | ,https://www.ebay.com/itm/Roman-Bronze-Seal-Ring/273582452910?hash=item3fb2c8f0ae%3Ag%3Ayu0AAOSworhbs7j5&LH_Auction=1
2019-03-09 00:00:00,"Sold Mar 9 , 2019 ANCIENT EGYPTIAN EYE OF HORUS AMULET we HIEROGLYPHS VERY LARGE Blue Glaze ",27.36,United Kingdom,egyptian  | ,religious | text | ,?,https://www.ebay.com/itm/ANCIENT-EGYPTIAN-EYE-OF-HORUS-AMULET-W-HIEROGLYPHS-VERY-LARGE-Blue-Glaze/264217150582?hash=item3d8491c476%3Ag%3A-eAAAOSw3AFcdw9R&LH_Auction=1
