Object,Price,Location,Link
"Sold  Dec 16, 2018 LOT OF DETECTOR FINDS, ANCIENT MOUNTS, RINGS, AND OTHER MISC",$11.67,"Didcot, United Kingdom",https://www.ebay.com/itm/LOT-OF-DETECTOR-FINDS-ANCIENT-MOUNTS-RINGS-AND-OTHER-MISC/153292596802?hash=item23b0f36642%3Ag%3AmWgAAOSwq2xcCQsl&LH_Auction=1
"Sold  Dec 10, 2018 Antique sword made of copper and other metal , ",$100.00,,
"Sold  Dec 3, 2018 Arrowheads The Khazars 5th century. Different types of arrows and other accessor",$306.99,"Bad Schwalbach, Germany",https://www.ebay.com/itm/Arrowheads-The-Khazars-5th-century-Different-types-of-arrows-and-other-accessor/273575639044?hash=item3fb260f804%3Ag%3AFcEAAOSwC8pb-A-d&LH_Auction=1
"Sold  Dec 3, 2018 Arrowheads The Khazars 5th century. Different types of arrows and other accessor",$210.05,"Bad Schwalbach, Germany",https://www.ebay.com/itm/Arrowheads-The-Khazars-5th-century-Different-types-of-arrows-and-other-accessor/273575639044?hash=item3fb260f804%3Ag%3AFcEAAOSwC8pb-A-d&LH_Auction=1
"Sold  Dec 3, 2018 Two Dong Son Axes,  one 3 7/8"", other 4 3/4"" across Piscopo col. w/tags",$75.00,"East Weymouth, Massachusetts, United States",https://www.ebay.com/itm/Two-Dong-Son-Axes-one-3-7-8-other-4-3-4-across-Piscopo-col-w-tags/123523621843?hash=item1cc294e3d3%3Ag%3AkfMAAOSwFO1cBLnP&LH_Auction=1
"Sold  Dec 1, 2018 Rare 1886 Black Mammy: A Song Of The Sunny South,and Other Poems",$24.00,"Dayton, Ohio, United States",https://www.ebay.com/itm/Rare-1886-Black-Mammy-A-Song-Of-The-Sunny-South-and-Other-Poems/283277303249?hash=item41f4a49dd1%3Ag%3AhkUAAOSwFzZbyTWd&LH_Auction=1
"Sold  Nov 27, 2018 Metal detector find fibulas ring other misc  think Roman  period",$9.99,,
"Sold  Nov 20, 2018 Roman Baldric Rosettes And Other Mounts",$2.85,"North Antrim Coast, United Kingdom",https://www.ebay.com/itm/Roman-Baldric-Rosettes-And-Other-Mounts/401631912867?hash=item5d8320a3a3%3Ag%3AT-cAAOSwnFpb5Yxx&LH_Auction=1
"Sold  Nov 20, 2018 Bronze Alloy Anthropomorphic/Zoomorphic Strap Fitting/Other",$2.85,"North Antrim Coast, United Kingdom",https://www.ebay.com/itm/Bronze-Alloy-Anthropomorphic-Zoomorphic-Strap-Fitting-Other/401631914221?hash=item5d8320a8ed%3Ag%3A0FYAAOSwq6Nb5Y0I&LH_Auction=1
"Sold  Nov 19, 2018 A collection of Roman and Other Bronze Artefacts - Fibula, Ring, Pendant, etc.",$3.37,"Horsham, United Kingdom",https://www.ebay.com/itm/A-collection-of-Roman-and-Other-Bronze-Artefacts-Fibula-Ring-Pendant-etc/132853768408?hash=item1eeeb3a0d8%3Ag%3Ab34AAOSwJ6Vb6dVT&LH_Auction=1
"Sold  Nov 10, 2018 Large Lot Of Coins And Other Dug Up Artefacts",$41.48,"Lummi Island, Washington, United States",https://www.ebay.com/itm/Large-Lot-Of-Coins-And-Other-Dug-Up-Artefacts/273535825165?hash=item3fb001750d%3Ag%3A8-EAAOSwF31b2chC&LH_Auction=1
"Sold  Jan 20, 2019 Roman Coins Grots And Other Coins Needs Research Metal  Detecting",$9.84,"Stockbridge, United Kingdom",https://www.ebay.com/itm/Roman-Coins-Grots-And-Other-Coins-Needs-Research-Metal-Detecting/283342342272?hash=item41f8850880%3Ag%3AAY0AAOSwF7lcQIB4&LH_Auction=1
"Sold  Nov 26, 2018 Metal finds, Roman, Chinese rare coins,50ps other pieces.silver etc",$5.44,"Salisbury, United Kingdom",https://www.ebay.com/itm/Metal-finds-Roman-Chinese-rare-coins-50ps-other-pieces-silver-etc/233017913802?hash=item3640f331ca%3Ag%3A1cEAAOSw-ghb-ETW&LH_Auction=1
"Sold  Nov 21, 2018 Metal Detecting Finds... Selection Of Buttons & Other Bits",$9.72,,
"Sold  Nov 20, 2018 Two unresearched Roman coins, one silver denarius and one other roman coin ",$4.16,,
"Sold  Nov 14, 2018 Metal Detecting Finds Joblot.. Mainly Old Buckles & Other Items",$25.93,,
