Object,Price,Location,Link
"Sold  May 2, 2019 ANCIENT ROMAN / BYZANTINE BRONZE 'SHIELD' RING--DETECTOR FIND",$6.56,"Stockton-on-tees, United Kingdom",https://www.ebay.com/itm/ANCIENT-ROMAN-BYZANTINE-BRONZE-SHIELD-RING-DETECTOR-FIND/352649923068?hash=item521b92c9fc%3Ag%3A%7EEsAAOSwsIFcwhRc&LH_Auction=1
"Sold  May 2, 2019 LOT 120 ANCIENT ROMAN / GREEK / BYZANTINE MEDIEVAL BRONZE ARTIFACTS / FRAGMENTS",$1.25,"CYPRUS, Cyprus",https://www.ebay.com/itm/LOT-120-ANCIENT-ROMAN-GREEK-BYZANTINE-MEDIEVAL-BRONZE-ARTIFACTS-FRAGMENTS/303135454028?hash=item469447f34c%3Ag%3AWEwAAOSw8bdcnkm%7E&LH_Auction=1
"Sold  May 1, 2019 Monster Energy Harley Clifford (139) Liquid Force Wakeboard",$50.00,"Pike Road, Alabama, United States",https://www.ebay.com/itm/Monster-Energy-Harley-Clifford-139-Liquid-Force-Wakeboard/401755544489?hash=item5d8a7f1ba9%3Ag%3A-l4AAOSwqU9ckygw&LH_Auction=1
"Sold  May 1, 2019 Pre-1750’s Byzantine Cross Artifact Medieval European Russian Orthodox Pendant 1",$8.95,,
"Sold  May 1, 2019 7 European Silver Artifacts Lot Medieval Ancient Coins Beads Pendant Old",$20.50,"Salem, Oregon, United States",https://www.ebay.com/itm/7-European-Silver-Artifacts-Lot-Medieval-Ancient-Coins-Beads-Pendant-Old/273820687478?hash=item3fc0fc1c76%3Ag%3A9bUAAOSwLtBcdLle&LH_Auction=1
"Sold  May 1, 2019 Authentic 1600’s Byzantine Cross Artifact Medieval European Russian Orthodox Old",$17.50,,
"Sold  May 1, 2019 ANCIENT ARTIFACT BYZANTINE BRONZE CROSS",$30.17,"London, United Kingdom",https://www.ebay.com/itm/ANCIENT-ARTIFACT-BYZANTINE-BRONZE-CROSS/173881014433?hash=item287c1db8a1%3Ag%3A-L0AAOSw4WNcvgvv&LH_Auction=1
"Sold  May 1, 2019 Many different, ancient crosses. 17-18 century  Nice gift.",$28.00,"Юрьевец, Russian Federation",https://www.ebay.com/itm/Many-different-ancient-crosses-17-18-century-Nice-gift/333172067916?hash=item4d929a4e4c%3Ag%3AIi8AAOSwDNpcvGqj&LH_Auction=1
"Sold  Apr 30, 2019 LOVELY GROUP OF ANCIENT VIKING DECORATED GLASS BEADS",$41.00,"Moscow, Russian Federation",https://www.ebay.com/itm/LOVELY-GROUP-OF-ANCIENT-VIKING-DECORATED-GLASS-BEADS/183781503149?hash=item2aca3b30ad%3Ag%3AhAUAAOSwcjBcuvGp&LH_Auction=1
"Sold  Apr 30, 2019 20 Blue Ancient & Medieval Glass Bead Lot Mixed Roman Venetian Byzantine Etc Old",$9.95,"Auburn, Alabama, United States",https://www.ebay.com/itm/20-Blue-Ancient-Medieval-Glass-Bead-Lot-Mixed-Roman-Venetian-Byzantine-Etc-Old/273818962594?hash=item3fc0e1caa2%3Ag%3AUdQAAOSwJgBck7I3&LH_Auction=1
"Sold  Apr 30, 2019 Pre-1750’s Byzantine Cross Artifact Medieval European Russian Orthodox Pendant 4",$8.95,,
"Sold  Apr 30, 2019 10 Black Ancient & Medieval Glass Bead Lot Byzantine Roman Venetian African Old",$7.95,"Auburn, Alabama, United States",https://www.ebay.com/itm/10-Black-Ancient-Medieval-Glass-Bead-Lot-Byzantine-Roman-Venetian-African-Old/273818962601?hash=item3fc0e1caa9%3Ag%3ALjUAAOSw2NhcotD-&LH_Auction=1
"Sold  Apr 30, 2019 20 Yellow Ancient & Medieval Glass Bead Mixed Old Lot Roman, Venetian, Byzantine",$9.95,"Auburn, Alabama, United States",https://www.ebay.com/itm/20-Yellow-Ancient-Medieval-Glass-Bead-Mixed-Old-Lot-Roman-Venetian-Byzantine/273818962607?hash=item3fc0e1caaf%3Ag%3ATF8AAOSwUjVcUSJA&LH_Auction=1
"Sold  Apr 30, 2019 4 Old Antique Medieval Pendants Or Buttons Jewelry Stone Artifact European Glass",$22.50,"Chicago, Illinois, United States",https://www.ebay.com/itm/4-Old-Antique-Medieval-Pendants-Or-Buttons-Jewelry-Stone-Artifact-European-Glass/273818962554?hash=item3fc0e1ca7a%3Ag%3AvvsAAOSwikNcotPg&LH_Auction=1
"Sold  Apr 30, 2019 15 Green Ancient & Medieval Glass Beads Roman Viking Venetian Byzantine Old",$9.95,"Auburn, Alabama, United States",https://www.ebay.com/itm/15-Green-Ancient-Medieval-Glass-Beads-Roman-Viking-Venetian-Byzantine-Old/273818962555?hash=item3fc0e1ca7b%3Ag%3ASqoAAOSwG8ZcotGN&LH_Auction=1
"Sold  Apr 30, 2019 20 Orange Ancient & Medieval Glass Bead Artifacts Roman, Byzantine, Venetian Etc",$20.50,"Auburn, Alabama, United States",https://www.ebay.com/itm/20-Orange-Ancient-Medieval-Glass-Bead-Artifacts-Roman-Byzantine-Venetian-Etc/273818962579?hash=item3fc0e1ca93%3Ag%3A0aYAAOSwpLxcgJO0&LH_Auction=1
"Sold  Apr 30, 2019 MUSEUM QUALITY BYZANTINE SILVER CHRISTIAN CROSS PENDANT CIRCA 700 AD",$32.80,"CYPRUS, Cyprus",https://www.ebay.com/itm/MUSEUM-QUALITY-BYZANTINE-SILVER-CHRISTIAN-CROSS-PENDANT-CIRCA-700-AD/392282821326?hash=item5b55e0d2ce%3Ag%3A2tQAAOSwTWxcv1NR&LH_Auction=1
"Sold  Apr 30, 2019 BYZANTINE BRONZE RING WITH CROSS IN BEZEL CIRCA 700-1000 AD-INTACT",$4.20,"CYPRUS, Cyprus",https://www.ebay.com/itm/BYZANTINE-BRONZE-RING-WITH-CROSS-IN-BEZEL-CIRCA-700-1000-AD-INTACT/202660513014?hash=item2f2f8204f6%3Ag%3AX-cAAOSwWtpcv1KR&LH_Auction=1
"Sold  Apr 30, 2019 EXTREMELY RARE LATE BYZANTINE-BALKANS CHRISTIAN STONE PLAQUE ORNAMENT PANEL CA",$280.47,"CYPRUS, Cyprus",https://www.ebay.com/itm/EXTREMELY-RARE-LATE-BYZANTINE-BALKANS-CHRISTIAN-STONE-PLAQUE-ORNAMENT-PANEL-CA/202660605940?hash=item2f2f836ff4%3Ag%3ANb4AAOSwAKpcv3Gm&LH_Auction=1
"Sold  Apr 30, 2019 Byzantine Bronze Barrel Shaped Weight with I.B Coins Weight 26.21gr circa 500-70",$16.40,"CYPRUS, Cyprus",https://www.ebay.com/itm/Byzantine-Bronze-Barrel-Shaped-Weight-with-I-B-Coins-Weight-26-21gr-circa-500-70/392282816256?hash=item5b55e0bf00%3Ag%3AuroAAOSw4ylcv1GO&LH_Auction=1
"Sold  Apr 30, 2019 ANCIENT BYZANTINE POLYGONAL WEIGHT WITH RING AND DOT MOTIFS RARE",$15.74,"PLUNGAR, NOTTS, United Kingdom",https://www.ebay.com/itm/ANCIENT-BYZANTINE-POLYGONAL-WEIGHT-WITH-RING-AND-DOT-MOTIFS-RARE/153461433057?hash=item23bb03a2e1%3Ag%3Asu4AAOSwq-Jcvw9r&LH_Auction=1
"Sold  Apr 30, 2019  Intact-Circa 500-700 AD Byzantine Mammoth B0NE Gaming Dice",$28.86,"CYPRUS, Cyprus",https://www.ebay.com/itm/Intact-Circa-500-700-AD-Byzantine-Mammoth-B0NE-Gaming-Dice/202660495488?hash=item2f2f81c080%3Ag%3ADlUAAOSwHcdcv0sQ&LH_Auction=1
"Sold  Apr 30, 2019 BEAUTIFUL BYZANTINE ERA DOUBLE SIDED RELIGIOUS SILVER CROSS PENDANT",$24.93,"PT., Thailand",https://www.ebay.com/itm/BEAUTIFUL-BYZANTINE-ERA-DOUBLE-SIDED-RELIGIOUS-SILVER-CROSS-PENDANT/153461404090?hash=item23bb0331ba%3Ag%3ATSwAAOSwsQNcvwVL&LH_Auction=1
"Sold  Apr 30, 2019 INTERESTING BYZANTINE TO POST MEDIEVAL BRONZE CROSS - LOT OF 2",$11.50,"Graz, Austria",https://www.ebay.com/itm/INTERESTING-BYZANTINE-TO-POST-MEDIEVAL-BRONZE-CROSS-LOT-OF-2/323786916306?hash=item4b633441d2%3Ag%3AO9cAAOSw1vxcdsVp&LH_Auction=1
"Sold  Apr 30, 2019 HQ - LEO VI The Wise 870-912 AD Constantinople Mint . Byzantine Empire",$17.50,"Graz, Austria",https://www.ebay.com/itm/HQ-LEO-VI-The-Wise-870-912-AD-Constantinople-Mint-Byzantine-Empire/323786915209?hash=item4b63343d89%3Ag%3A41EAAOSw04ZctLUN&LH_Auction=1
"Sold  Apr 30, 2019 LOT OF 15 ANCIENT BYZANTINE CUP COINS - 065",$26.02,"Graz, Austria",https://www.ebay.com/itm/LOT-OF-15-ANCIENT-BYZANTINE-CUP-COINS-065/223492179906?hash=item34092c07c2%3Ag%3AUaoAAOSw0V1cv0Kx&LH_Auction=1
"Sold  Apr 30, 2019 LOT OF 3 BYZANTINE BRONZE POLYGONAL WEIGHTS CIRCA 500-700 AD",$32.80,"CYPRUS, Cyprus",https://www.ebay.com/itm/LOT-OF-3-BYZANTINE-BRONZE-POLYGONAL-WEIGHTS-CIRCA-500-700-AD/202660471190?hash=item2f2f816196%3Ag%3AVbMAAOSwDYtcv0CH&LH_Auction=1
"Sold  Apr 30, 2019 Ancient crosses Metal detector finds. MIX finds LOT 100% ORIGINAL",$21.05,"Klimovsk, Russian Federation",https://www.ebay.com/itm/Ancient-crosses-Metal-detector-finds-MIX-finds-LOT-100-ORIGINAL/323784109808?hash=item4b63096ef0%3Ag%3AfwMAAOSw0oFcuzy4&LH_Auction=1
"Sold  Apr 30, 2019 Ancient crosses Metal detector finds. MIX finds LOT 100% ORIGINAL",$13.50,"Klimovsk, Russian Federation",https://www.ebay.com/itm/Ancient-crosses-Metal-detector-finds-MIX-finds-LOT-100-ORIGINAL/323784109808?hash=item4b63096ef0%3Ag%3AfwMAAOSw0oFcuzy4&LH_Auction=1
"Sold  Apr 30, 2019 Ancient crosses Metal detector finds. MIX finds LOT 100% ORIGINAL",$15.50,"Klimovsk, Russian Federation",https://www.ebay.com/itm/Ancient-crosses-Metal-detector-finds-MIX-finds-LOT-100-ORIGINAL/323784109808?hash=item4b63096ef0%3Ag%3AfwMAAOSw0oFcuzy4&LH_Auction=1
"Sold  Apr 30, 2019 Ancient crosses Metal detector finds. MIX finds LOT 100% ORIGINAL",$8.50,"Klimovsk, Russian Federation",https://www.ebay.com/itm/Ancient-crosses-Metal-detector-finds-MIX-finds-LOT-100-ORIGINAL/323784109808?hash=item4b63096ef0%3Ag%3AfwMAAOSw0oFcuzy4&LH_Auction=1
"Sold  Apr 30, 2019 Ancient crosses Metal detector finds. MIX finds LOT 100% ORIGINAL",$20.50,"Klimovsk, Russian Federation",https://www.ebay.com/itm/Ancient-crosses-Metal-detector-finds-MIX-finds-LOT-100-ORIGINAL/323784109808?hash=item4b63096ef0%3Ag%3AfwMAAOSw0oFcuzy4&LH_Auction=1
"Sold  Apr 30, 2019 Ancient crosses Metal detector finds. MIX finds LOT 100% ORIGINAL",$21.02,"Klimovsk, Russian Federation",https://www.ebay.com/itm/Ancient-crosses-Metal-detector-finds-MIX-finds-LOT-100-ORIGINAL/323784109808?hash=item4b63096ef0%3Ag%3AfwMAAOSw0oFcuzy4&LH_Auction=1
"Sold  Apr 30, 2019 Ancient crosses Metal detector finds. MIX finds LOT 100% ORIGINAL",$32.00,"Klimovsk, Russian Federation",https://www.ebay.com/itm/Ancient-crosses-Metal-detector-finds-MIX-finds-LOT-100-ORIGINAL/323784109808?hash=item4b63096ef0%3Ag%3AfwMAAOSw0oFcuzy4&LH_Auction=1
"Sold  Apr 30, 2019 Ancient BRONZE Byzantine AMULET Estate Clearance Find MADONNA & CHILD Mary/Jesus",$28.86,"North Antrim Coast, United Kingdom",https://www.ebay.com/itm/Ancient-BRONZE-Byzantine-AMULET-Estate-Clearance-Find-MADONNA-CHILD-Mary-Jesus/352648387676?hash=item521b7b5c5c%3Ag%3AsdwAAOSwoQpcv2I8&LH_Auction=1
"Sold  Apr 30, 2019 Ancient Byzantine Lead Seal / Bead                 -183-",$1.00,"Graz, Austria",https://www.ebay.com/itm/Ancient-Byzantine-Lead-Seal-Bead-183/113724361681?hash=item1a7a800bd1%3Ag%3AyuUAAOSweuBcuzAA&LH_Auction=1
"Sold  Apr 30, 2019 Ancient Byzantine Button                  -182-",$1.00,"Berlin, Germany",https://www.ebay.com/itm/Ancient-Byzantine-Button-182/113724360740?hash=item1a7a800824%3Ag%3ArrMAAOSwmu5cuy-W&LH_Auction=1
"Sold  Apr 30, 2019 Ancient Byzantine Silver Ring                  -181-",$11.50,Serbia,https://www.ebay.com/itm/Ancient-Byzantine-Silver-Ring-181/113724358536?hash=item1a7a7fff88%3Ag%3AyCcAAOSwqT9cuy6Y&LH_Auction=1
"Sold  Apr 30, 2019 unique ancient Roman VOTIVE LEAD TABLET WITH INSCRIPTION '' S.P.Q.R '' I - II AD",$27.00,"Europe, Bulgaria",https://www.ebay.com/itm/unique-ancient-Roman-VOTIVE-LEAD-TABLET-WITH-INSCRIPTION-S-P-Q-R-I-II-AD/183781630055?hash=item2aca3d2067%3Ag%3ASIMAAOSwotZcuxVq&LH_Auction=1
"Sold  Apr 30, 2019 Rare Ancient Byzantine Seal / Token                         -99-",$7.50,"EU, France",https://www.ebay.com/itm/Rare-Ancient-Byzantine-Seal-Token-99/113724244536?hash=item1a7a7e4238%3Ag%3AwK0AAOSwnO5cuw0v&LH_Auction=1
"Sold  Apr 30, 2019 Rare Ancient Byzantine Seal / Token                         -98-",$5.50,"EU, France",https://www.ebay.com/itm/Rare-Ancient-Byzantine-Seal-Token-98/113724244117?hash=item1a7a7e4095%3Ag%3Ak2gAAOSw%7EKpcuwyx&LH_Auction=1
"Sold  Apr 30, 2019 Rare Ancient Byzantine Seal   / Token                -96-",$11.50,"EU, France",https://www.ebay.com/itm/Rare-Ancient-Byzantine-Seal-Token-96/113724239981?hash=item1a7a7e306d%3Ag%3AfacAAOSwvcBcuwvs&LH_Auction=1
"Sold  Apr 30, 2019 Rare Ancient Byzantine Seal   / Token                -95-",$10.50,"EU, France",https://www.ebay.com/itm/Rare-Ancient-Byzantine-Seal-Token-95/113724239579?hash=item1a7a7e2edb%3Ag%3AfWEAAOSwvpVcuwtc&LH_Auction=1
"Sold  Apr 30, 2019 Ancient Byzantine Bronze Ring                  -78-",$11.50,"Athens, Greece",https://www.ebay.com/itm/Ancient-Byzantine-Bronze-Ring-78/113724227326?hash=item1a7a7dfefe%3Ag%3Abg8AAOSwuTNcuwQb&LH_Auction=1
"Sold  Apr 29, 2019 LOT OF 40 ANCIENT BYZANTINE CUP COINS - 27 - SMALL CORE",$37.70,"Graz, Austria",https://www.ebay.com/itm/LOT-OF-40-ANCIENT-BYZANTINE-CUP-COINS-27-SMALL-CORE/323785894162?hash=item4b6324a912%3Ag%3AHPQAAOSw8iZcveqJ&LH_Auction=1
"Sold  Apr 29, 2019 BASIL I THE MACEDONIAN with CONSTANTINE (867-886) FOURE Solidus. Constantinople.",$35.00,"Graz, Austria",https://www.ebay.com/itm/BASIL-I-THE-MACEDONIAN-with-CONSTANTINE-867-886-FOURE-Solidus-Constantinople/223491119956?hash=item34091bdb54%3Ag%3AXswAAOSw94hcveyw&LH_Auction=1
"Sold  Apr 28, 2019 ANCIENT BRONZE CROSS RARE. RELIGIOUS ARTIFACT 16 - 17 CENTURY. 29 mm. (R.006)",$9.00,"St.-Petersburg, Russian Federation",https://www.ebay.com/itm/ANCIENT-BRONZE-CROSS-RARE-RELIGIOUS-ARTIFACT-16-17-CENTURY-29-mm-R-006/293055455952?hash=item443b7762d0%3Ag%3Ax8YAAOSwJD1cdYXo&LH_Auction=1
"Sold  Apr 28, 2019 ANCIENT BRONZE CROSS RARE. RELIGIOUS ARTIFACT 15 - 16 CENTURY. 45 mm. (F.108)",$12.00,"St.-Petersburg, Russian Federation",https://www.ebay.com/itm/ANCIENT-BRONZE-CROSS-RARE-RELIGIOUS-ARTIFACT-15-16-CENTURY-45-mm-F-108/293055453235?hash=item443b775833%3Ag%3AiM0AAOSwUMhcYyUe&LH_Auction=1
"Sold  Apr 28, 2019 ANCIENT BRONZE CROSS RARE. RELIGIOUS ARTIFACT 16 CENTURY. 39 mm. (R.001)",$9.00,"St.-Petersburg, Russian Federation",https://www.ebay.com/itm/ANCIENT-BRONZE-CROSS-RARE-RELIGIOUS-ARTIFACT-16-CENTURY-39-mm-R-001/293055453236?hash=item443b775834%3Ag%3AR9MAAOSwUSRcdYM3&LH_Auction=1
"Sold  Apr 28, 2019 ANCIENT BRONZE CROSS RARE. RELIGIOUS ARTIFACT 17 CENTURY. 45 mm. (R.016)",$9.00,"St.-Petersburg, Russian Federation",https://www.ebay.com/itm/ANCIENT-BRONZE-CROSS-RARE-RELIGIOUS-ARTIFACT-17-CENTURY-45-mm-R-016/293055453237?hash=item443b775835%3Ag%3AxCEAAOSwYXVcdYGA&LH_Auction=1
"Sold  Apr 28, 2019 BRONZE BYZANTINE WEDDING BAND",$0.99,"Zenica, Bosnia and Herzegovina",https://www.ebay.com/itm/BRONZE-BYZANTINE-WEDDING-BAND/323785164811?hash=item4b6319880b%3Ag%3Ab6gAAOSwSn1cVxnz&LH_Auction=1
"Sold  Apr 28, 2019 ANCIENT BRONZE CROSS RARE. RELIGIOUS ARTIFACT 15 - 16 CENTURY. 41 mm. (R.015)",$29.00,"St.-Petersburg, Russian Federation",https://www.ebay.com/itm/ANCIENT-BRONZE-CROSS-RARE-RELIGIOUS-ARTIFACT-15-16-CENTURY-41-mm-R-015/293055441412?hash=item443b772a04%3Ag%3ASKsAAOSw2EJcdYAo&LH_Auction=1
"Sold  Apr 28, 2019 ANCIENT BRONZE ORTHODOX ICON. RELIGIOUS ARTIFACT IN GREAT CONDITION. RARE.",$41.00,,
"Sold  Apr 28, 2019 LOVELY BYZANTINE PERIOD BRONZE RING  w/ GLASS STONE ON THE TOP+++",$19.99,"..................., Norway",https://www.ebay.com/itm/LOVELY-BYZANTINE-PERIOD-BRONZE-RING-w-GLASS-STONE-ON-THE-TOP/323785255413?hash=item4b631ae9f5%3Ag%3ApYQAAOSweTFcaKCU&LH_Auction=1
"Sold  Apr 28, 2019 CIRCA 800-1000AD BYZANTINE ERA BRONZE BARREL WEIGHT",$1.30,"Didcot, United Kingdom",https://www.ebay.com/itm/CIRCA-800-1000AD-BYZANTINE-ERA-BRONZE-BARREL-WEIGHT/153457196365?hash=item23bac2fd4d%3Ag%3AS1QAAOSw7Ppcub9g&LH_Auction=1
"Sold  Apr 28, 2019 Battle Ax - Klyvets, Kievan Rus -  Vikings 9 -11th century AD",$50.99,"Kiev, Ukraine",https://www.ebay.com/itm/Battle-Ax-Klyvets-Kievan-Rus-Vikings-9-11th-century-AD/233205277680?hash=item364c1e23f0%3Ag%3AW7cAAOSwoB5cvOca&LH_Auction=1
"Sold  Apr 28, 2019 **  CROSS ** ANCIENT I BYZANTINE SILVER RING!!!  2,90g",$29.85,Serbia,https://www.ebay.com/itm/CROSS-ANCIENT-I-BYZANTINE-SILVER-RING-2-90g/123742951806?hash=item1ccfa7997e%3Ag%3A9t0AAOSwlYlcvN1I&LH_Auction=1
"Sold  Apr 28, 2019 ANCIENT BYZANTINE PRIEST-SHAPED BRONZE MOUNT",$9.84,"Lowestoft, United Kingdom",https://www.ebay.com/itm/ANCIENT-BYZANTINE-PRIEST-SHAPED-BRONZE-MOUNT/153457192613?hash=item23bac2eea5%3Ag%3AWxoAAOSw7Khcub3V&LH_Auction=1
"Sold  Apr 28, 2019 ANCIENT BYZANTINE SILVER CROSS RELIGIOUS WARD CIRCA 600-800AD",$8.53,"EU, France",https://www.ebay.com/itm/ANCIENT-BYZANTINE-SILVER-CROSS-RELIGIOUS-WARD-CIRCA-600-800AD/153457109129?hash=item23bac1a889%3Ag%3AsI4AAOSwwrlcuZzV&LH_Auction=1
"Sold  Apr 28, 2019 GENUINE ANCIENT BYZANTINE BRONZE CUP COINS",$28.85,"Graz, Austria",https://www.ebay.com/itm/GENUINE-ANCIENT-BYZANTINE-BRONZE-CUP-COINS/401753515545?hash=item5d8a602619%3Ag%3AN9sAAOSwCFNcvJ4D&LH_Auction=1
"Sold  Apr 28, 2019 SCARCE ANCIENT BYZANTINE BRONZE CROSS ICON WITH IRON FITTING RELIGIOUS WARD 25CM",$56.41,"Graz, Austria",https://www.ebay.com/itm/SCARCE-ANCIENT-BYZANTINE-BRONZE-CROSS-ICON-WITH-IRON-FITTING-RELIGIOUS-WARD-25CM/153457064619?hash=item23bac0faab%3Ag%3AUFsAAOSwT-FcuYkr&LH_Auction=1
"Sold  Apr 28, 2019 4109	Ancient Byzantine bronze cross",$6.57,"London, United Kingdom",https://www.ebay.com/itm/4109-Ancient-Byzantine-bronze-cross/173874635443?hash=item287bbc62b3%3Ag%3AhYMAAOSwRRJctZBd&LH_Auction=1
"Sold  Apr 28, 2019 3965	Ancient Byzantine silver ring with light green glass 18 mm",$15.09,"London, United Kingdom",https://www.ebay.com/itm/3965-Ancient-Byzantine-silver-ring-with-light-green-glass-18-mm/173874628655?hash=item287bbc482f%3Ag%3AmlMAAOSwEVZctY6e&LH_Auction=1
"Sold  Apr 28, 2019 3964	Ancient Byzantine bronze massive ring 20 mm",$16.40,"London, United Kingdom",https://www.ebay.com/itm/3964-Ancient-Byzantine-bronze-massive-ring-20-mm/183776612292?hash=item2ac9f08fc4%3Ag%3AO%7EwAAOSwpPNctY5n&LH_Auction=1
"Sold  Apr 28, 2019 3956	Ancient Byzantine bronze ring with a white glass 19 mm",$4.21,"London, United Kingdom",https://www.ebay.com/itm/3956-Ancient-Byzantine-bronze-ring-with-a-white-glass-19-mm/183776609283?hash=item2ac9f08403%3Ag%3AvB4AAOSwcqtctY1b&LH_Auction=1
"Sold  Apr 28, 2019 Byzantine Bronze Enkolpion Reliquary Cross",$17.99,,
"Sold  Apr 28, 2019 LARGE BYZANTINE RING WITH  CROSS",$15.50,"Evesham, United Kingdom",https://www.ebay.com/itm/LARGE-BYZANTINE-RING-WITH-CROSS/273816381283?hash=item3fc0ba6763%3Ag%3ATFgAAOSwmi1chTsT&LH_Auction=1
"Sold  Apr 28, 2019 BYZANTINE BRONZE SHIELD RING, CROSS",$31.00,"Alb, Albania",https://www.ebay.com/itm/BYZANTINE-BRONZE-SHIELD-RING-CROSS/192895325782?hash=item2ce9751656%3Ag%3AFOQAAOSwDYtcvKob&LH_Auction=1
"Sold  Apr 28, 2019 bronze reliquary cross pendant, byzantine empire.",$48.00,"..................., Norway",https://www.ebay.com/itm/bronze-reliquary-cross-pendant-byzantine-empire/312581041381?hash=item48c7482ce5%3Ag%3AENQAAOSwGNFcvJt4&LH_Auction=1
"Sold  Apr 28, 2019 Byzantine bronze encolpion cross Virgin Mary & crucified Jesus  6 century AD",$50.00,"EUROPE, Macedonia",https://www.ebay.com/itm/Byzantine-bronze-encolpion-cross-Virgin-Mary-crucified-Jesus-6-century-AD/202664442819?hash=item2f2fbdfbc3%3Ag%3AjjsAAOSwInJcq4cT&LH_Auction=1
"Sold  Apr 28, 2019 Byzantine bronze encolpion cross Virgin Mary & saints  5 century AD",$30.00,"EUROPE, Macedonia",https://www.ebay.com/itm/Byzantine-bronze-encolpion-cross-Virgin-Mary-saints-5-century-AD/202664442726?hash=item2f2fbdfb66%3Ag%3AMhYAAOSwPmRcq4eQ&LH_Auction=1
"Sold  Apr 28, 2019 Many different the wreckage of the ancient crosses. 18-19 century.",$17.00,"Юрьевец, Russian Federation",https://www.ebay.com/itm/Many-different-the-wreckage-of-the-ancient-crosses-18-19-century/333167917901?hash=item4d925afb4d%3Ag%3AvIgAAOSwgW9cvt8g&LH_Auction=1
"Sold  Apr 27, 2019 Medieval BYZANTINE Bronze CROSS  - Circa 1000-1200 AD            /897",$9.84,"Grays, United Kingdom",https://www.ebay.com/itm/Medieval-BYZANTINE-Bronze-CROSS-Circa-1000-1200-AD-897/283454917199?hash=item41ff3aca4f%3Ag%3Am5gAAOSwUA9ctxLz&LH_Auction=1
"Sold  Apr 27, 2019 CROSS BYZANTINE Bronze Pendant Christian Artifact",$26.00,,
"Sold  Apr 27, 2019 VERY INTEREST BYZANTINE SILVER CARVED RING CIRCA 700AD-DEPICTING CROSS X E",$61.66,,
"Sold  Apr 27, 2019 Holy Land, 3rd - 8th Century,  Byzantine  silver cross pendant",$50.00,"Kyiv, Ukraine",https://www.ebay.com/itm/Holy-Land-3rd-8th-Century-Byzantine-silver-cross-pendant/233206086146?hash=item364c2a7a02%3Ag%3AqJMAAOSwze9ctk4N&LH_Auction=1
