" 2018 ancient Viking small bronze bell REALLY ancient","viking",,,,,,
" 2019 ANCIENT ROMAN DECORATED SALT/PEPPER POT 2nd-3rd Cent AD (1)","roman",,,,,,
" 2018 *SC*LOT OF 3 BYZANTINE MARBLE FRAGMENTS"," MISTRA"," PELOPONNES!","byzantine",,,,
" 2019 GENUINE CHOICE POST BYZANTINE"," MEDIEVAL BRONZE ICON FRAGMENT+++","byzantine",,,,,
" 2018 antique silver Ottoman arabic islamic calligraphy divid kullumare tughra turkish","islamic",,,,,,
" 2018 Rare Ancient Egyptian Thutmose II   (1493 to 1479 BC )","egyptian",,,,,,
" 2018 EUROPEAN BRONZE AGE","BRONZE KN!FE 1500-1000 BC","bronze age",,,,,
" 2018 Lot of 10 terracotta Greco Roman small  heads Egypt 1st century BC- 1st CE","greek",,,,,,
" 2018 PRE COLUMBIAN ENIGMATIC SARCOPHAGUS OJUELOS JAlLISCO NEOLITHIC STONE","america",,,,,,
" 2019  Egyptian Antique High Priest of Amun Faience 18 Dynasty New Kingdom Rare","egyptian",,,,,,
" 2018 Unknown Fragment Viking Jewelry Bronze Kievan Rus' Antique Europe","viking",,,,,,
" 2018 *SC*FRAGMENT OF LARGER EGYPTIAN FAIANCE USHAPTI"," ca. 1st. MILL BC.","egyptian",,,,,
" 2018 RUSSIAN OLD ANCIENT ARTIFACT BRONZE ICON WITH SAINT AND IC XC","russian",,,,,,
" 2019 vintage Egyptian carved Bastet Cat","egyptian",,,,,,
" 2018 ancient Egyptian Wooden Boat (old Kingdom)","egyptian",,,,,,
" 2019 ANCIENT ROMAN MILITARY C.3RD-4TH CENTURY BRONZE LEATHER MOUNT","roman",,,,,,
" 2019 viking bronze pipe Tobacco artifact Stunning beautiful rare type","viking",,,,,,
" 2018 ANTIQUE EGYPTIAN PTOLEMAIC WOOD PANEL","egyptian",,,,,,
" 2019 DECORATED VIKING ERA Bronze/IRON Fire Starter - INTERESTING MODEL","viking",,,,,,
" 2018 HIGHLY UNUSUAL CIRCA 1075-332BC ANCIENT EGYPTIAN TOKEN W/HIEROGLYPHS","egyptian",,,,,,
" 2018 AUTHENTIC ANCIENT CHINESE QING DYNASTY PORCELAIN FLORAL LID - L541","china",,,,,,
" 2018 Ancient Roman Bronze Openwork Mount. Boar Depiction","roman",,,,,,
" 2019 Extremely rare ancient Egyptian faience Sobek as a crocodile"," late period 600 bc","egyptian",,,,,
" 2019 Ancient Terracotta Beautiful piece with Carved Roman Queen Face   # 7Z","roman",,,,,,
" 2018 Roman Lead Sling Shot","roman",,,,,,
" 2018 Ancient Viking bronze artifacts (Fragments of history) 8-12 century","viking",,,,,,
" 2018 DETECTOR FIND","EXTREMELY RARE","200-600.AD ROMAN SILVER CAT.ANTIQUITY IN HAND.","roman",,,,
" 2018 Ancient Egyptian Black Cat 2800 BC -2750 BC","egyptian",,,,,,
" 2018 6.5'' Arabic Calendar Astrolabe Arabic Globe Navigation Astrological Calendar","islamic",,,,,,
" 2018 HOARD OF 10 ANCIENT CELTIC DECORATIVE BRONZE BELLS - 100 BC - FOUND TOGETHER!","celt",,,,,,
" 2018 larger sized Sahara Neolithic celt",6.5," polished"," some color","celt",,,
" 2018 Roman old 2 Wonderful Stone Animal Chess pieces  # 7K","roman",,,,,,
" 2019 Ancient Egyptian Blue Anubis  (c.3100-c.2890 BC)","egyptian",,,,,,
" 2018 Lot of Roman KNlFES  - Warriors Relics Metal Detector Found circa 100 AD (+371)","roman",,,,,,
" 2019 Glass Grand Tour intaglio cameo roman paste souvenir james tassie Neoclassical","roman",,,,,,
" 2018 UNRESEARCHED ANCIENT GREEK SILVER DRACHM","greek",,,,,,
" 2018 RARE 3000 BC Asian Alien Carving Stone Age Neolithic Ancient Artifact Hongshan A","pre-historic",,,,,,
" 2018 SUPERB ANCIENT ROMAN BRONZE DOLPHIN DECORATION / CHILD TOY? - 100/200 AD - RARE!","roman",,,,,,
" 2019 Throwing Scythian Ax","  2nd century AD","celt",,,,,
" 2018 FRAGMENT FROM A BRONZE AGE HORSE BIT"," MADE OF BRONZE+++","bronze age",,,,,
" 2018 Ancient Teracotta Lion head Bactrian 300 BC NO RESERVE #TR5828","near east",,,,,,
" 2018 Ancient Greek Archaic Bronze horseman  L=45x25mm 10gr","greek",,,,,,
" 2018 RUSSIAN MEDIEVAL ANCIENT ARTIFACT BRONZE ICON WITH SAINT","russian",,,,,,
" 2018 Rare Ancient Egyptian Green Horus (c.2400-2300)","egyptian",,,,,,
" 2019  Ancient Greek Bronze Artifacts   L=37x14mm 7","4gr.","greek",,,,,
" 2018 BEAUTIFUL ANCIENT EGYPTIAN STONE SARCOPHAGUS W/ HEIROGLYPHS","egyptian",,,,,,
" 2018 FANTASTIC UNCERTAIN ANCIENT SILVER VIKING ARTIFACT.VERY INTEREST.10","8 GR.44 MM","viking",,,,,
" 2018 BEAUTIFUL ANCIENT EGYPTIAN EYE OF HORUS  (5)","egyptian",,,,,,
" 2018 ANCIENT EGYPTIAN GLAZED ICON HEAD OF SPHINX DEPICTION","egyptian",,,,,,
" 2018 HUGE LOT OF 1.5 KILOS ANCIENT GREEK BRONZE AGE FRAGMENTS CIRCA 2500-1500 BC","bronze age",,,,,,
" 2019 ANCIENT GREEK OR ROMAN BRONZE BAR - DECORATED","greek",,,,,,
" 2018 ANCIENT VIKING BRONZE ARTIFACTS","viking",,,,,,
" 2018 Roman Bronze Fitting in the Form of a Swan's Head"," 1st to 2nd Century","roman",,,,,
" 2018 Lot of 7 terracotta Greco Roman heads Egypt 1st century BC- 1st CE Harpocrates","greek",,,,,,
" 2019 EGYPTIAN ANTIQUES ANTIQUITIES Anubis and Nephthys Stela Relief 3150-2890 BC","egyptian",,,,,,
" 2018 SAHARIAN Neolithic Terracotta POT - 90 mm diameter x 120 mm height","pre-historic",,,,,,
" 2018 Ancient silver jewelery temporal Vikings"," Kievan Rus 9-12 AD № 483/2.","viking",,,,,
" 2018 Ancient Greek Military Lead Sling Bullet Shot - LOT OF 2 / 74 grams","greek",,,,,,
" 2018 Islamic ancient rare stump with intagilo scorpion lapis lazuli stone # A8","islamic",,,,,,
" 2018 Roman PEriod !? Terracotta Theater Ticket !!? RARE!","roman",,,,,,
" 2018 RARE Ancient Egyptian glazed stone priest head"," armana period (1353-1336 bc)","egyptian",,,,,
" 2018 Ancient Roman Fire Starter - Metal Detector Found c. 100 AD (+247)","roman",,,,,,
" 2018 PRE COLUMBIAN RARE ALIEN STONE/NEOLITHIC RITUAL PIPE ENIGMA","america",,,,,,
" 2018 5 VINTAGE PHOTOS OF YUCATAN MAYAN TEMPLES & GOLD ARTEFACTS by HUGO BREHME MEXICO","america",,,,,,
" 2019 Rare Ancient Egyptian Relief Limestone  Of Queen Hatshepsut (c. 1478–1458 BC )","egyptian",,,,,,
" 2018 IMAZING ANCIENT LEAD GREEK SLING SHOT BULLET 33","5 GR.32 MM","greek",,,,,
" 2018 Bronze Roman Bar","roman",,,,,,
" 2018 ANCIENT ROMAN BRONZE MATRIX-MOULD 2-3 AD","roman",,,,,,
" 2018 ancient Viking Large bell Sea shell REALLY ancient","viking",,,,,,
" 2018 Byzantine Gold Solidus of JUSTINIAN I (527-565).Constantinople. Rare large flan!","byzantine",,,,,,
" 2018 Antique Islamic Brass Incense Burner","islamic",,,,,,
" 2018 Mixed Artifact Lot Roman"," Medieval etc.","roman",,,,,
" 2018 Dug Ancient Roman Lead Slingshot Bullet Warwickshire England c. 50-100 AD","roman",,,,,,
" 2018 Roman military equipment","roman",,,,,,
" 2019 Very Rare Ancient Roman IRON Sheath Ends - LOT OF 3","roman",,,,,,
" 2018 VERY RARE-ANCIENT GREEK BRONZE AMPHORA END STRAP CIRCA 500 BC-LARGE SIZE","greek",,,,,,
" 2018 ROMAN MILITARY LEGIONARY BRONZE DIPLOMA FRAGMENT - circa 1St - 2ND A.D.","roman",,,,,,
" 2019 HUGE ANTIQUE VINTAGE TERRACOTTA CHINESE HORSE TANG DYNASTY SCULPTURE 210","0m 823g","china",,,,,
" 2018 SILVER LEGIONARY ROMAN CLASPED HANDS","roman",,,,,,
" 2018 SL02 LOT OF 5 ANCIENT ROMAN IRON AROW HEANS","roman",,,,,,
" 2018 INDUS VALLEY TERRACOTTA APPLIQUE WITH GEOMETRIC DESIGN RARE ANCIENT ARTIFACT (1)","indus",,,,,,
" 2018 SUPERB ANCIENT ROMAN BRONZE HEAD - IMPERIAL WORK! - 100/200 AD - RARE!","roman",,,,,,
" 2018 SCARCE - BYZANTINE ERA BRONZE ROUND WITH WITH ISLAMIC DESCRIPTIONS CIRCA 500-700","byzantine",,,,,,
" 2018 Rare Large Ancient Egyptian ISIS With Anubis Old Kingdom (c. 2686–2181 BCE )","egyptian",,,,,,
" 2018 RARE ! SAHARIAN Neolithic Terracotta POT with FEET - 13.5 cm dia x 13 cm H","pre-historic",,,,,,
" 2019 RARE ANCIENT GANDHARA BRONZE BIRD NICE QUALITY (3)","indus",,,,,,
" 2018 ROMAN TERRACOTTA POT"," RARE ANCIENT ARTIFACT (2)","roman",,,,,
" 2018 Ancient Lovely Female Roman Head 3000 BC","roman",,,,,,
" 2018 Rare Large Ancient Egyptian Faience Ramses II  (1279 - 1213 Bce )","egyptian",,,,,,
" 2018 ANCIENT ROMAN AND CELTIC BRONZE ARTIFACT FRAGMENT FIND A METAL DETECTOR","celt",,,,,,
" 2018 RARE 3000 BC Asian Alien Carving Stone Age Neolithic Ancient Artifact Hongshan","pre-historic",,,,,,
" 2018 Big Egyptian Pectoral Shrine for Tutmosis III - ca. 11","5 cm.","egyptian",,,,,
" 2018 A318. Roman style bronze applique. Bearded warrior","roman",,,,,,
" 2018 9 MOJAVE DESERT LAKE MANIX PALEOLITHIC  STONE NEOLITHIC ARTIFACTS COLLECTION","pre-historic",,,,,,
" 2019 Roman Bronze Chariot Attachment Horse's Head","roman",,,,,,
" 2018 35# Old Rare Islamic Antique Ottoman Turkish Yelek Waistcoat Hand Embroidered","islamic",,,,,,
" 2018 A383. Roman style bronze applique. Head of Goddess","roman",,,,,,
" 2019 ANCIENT ROMAN LEAD ANIMAL VERY NICE AND INTEREST 14.4gr 35.3mm","roman",,,,,,
" 2019 ANTIQUE  Wonderful ISLAMIC NATURAL BLUE LABIS LAZULI STONE ENGRAVED STONE  10 US","islamic",,,,,,
" 2018 RARE ROMAN / MEDIEVAL BRONZE PHALERA WITH IMAGE OF A HORSE","roman",,,,,,
" 2018 UNIQUE LOCK BRONZE ROMAN CLOATH APPLICATION","roman",,,,,,
" 2018 LOT OF 3 RARE BRONZE ROMAN BELLS //850","roman",,,,,,
" 2018 VIKINGS STEEL WATCH NEW 2018 (RARE)","viking",,,,,,
" 2018 Ancient Roman Bronze Head of Goddess Quality L= 32x22x13mm  25gr","roman",,,,,,
" 2018 Very Beautiful Persian Nisha-puri Lovely Turquoise Stone Persain Turquoise # Ai9","near east",,,,,,
" 2018 BRITISH DETECTOR FINDS PAIR OF TWO ANCIENT VIKING BRONZE APPLIQUES W/DRAGON HEAD","viking",,,,,,
" 2018 Ancient Roman Fire Starter - Metal Detector Found circa 100 AD (+247)","roman",,,,,,
" 2018 SAHARIAN Neolithic Terracotta POT - 8 cm diameter x 8 cm height","pre-historic",,,,,,
" 2018 FINE RARE SUPERB OTTOMAN ERA 900 SILVER MATCH SAFE SULTAN TUGRA & HALLMARKS 1890","islamic",,,,,,
" 2019 EXTREMELY RARE  ANCIENT ROMAN  STONE FOOT SUPERB.9","6 GR.40 MM","roman",,,,,
" 2018 amazing Egyptian faience cat standing position","egyptian",,,,,,
" 2019 THE VIKING BRONZE  COLOR Tobacco Pipe museum quality artifact VERY Stunning","viking",,,,,,
" 2018 AUTHENTIC ANCIENT GREEK ERA BRONZE SW0RD W/ LUNAR DECORATION - L929","greek",,,,,,
" 2019 222-187 BC Seleucid Kingdom Antiochus III Ancient Greek Silver Tetradrachm","greek",,,,,,
" 2018 Roman Baldric Rosettes And Other Mounts","roman",,,,,,
" 2019 Rare piece of ancient Egyptian civilization 2","egyptian",,,,,,
" 2018 VERY RARE ANCIENT ROMAN BRONZE FINGERLINGS (with angels)  4.5gr 20mm","roman",,,,,,
" 2018 English Arabic Calendar Astrolabe Arabic Globe Navigation Astrological Calendar","islamic",,,,,,
" 2018 INTACT-CIRCA 300 BC 100 AD ANCIENT GREEK MILITARY LEAD SLING SHOT BULLET","greek",,,,,,
" 2019 Tarout Lord of pregnancy and child in the ancient Egyptians","egyptian",,,,,,
" 2018 Roman Old Lapis lazuli Emperor carved Face engraved Stone   #6J","roman",,,,,,
" 2018 Ancient Egyptian Black Cat 2800 BC -2750 BC","egyptian",,,,,,
" 2018 EXTREMELY RARE-PERFECT-ROMAN IMPERIAL TERRACOTTA MUG - DECORATED 150mm","roman",,,,,,
" 2018 Battle Kisten","  Kievan Rus -  Vikings  - 10 - 13th century AD","viking",,,,,
" 2019 Lot of Roman KNlFES  - Warriors Relics Metal Detector Found circa 100 AD (+410)","roman",,,,,,
" 2018 RARE GREEK HELLENISTIC PERIOD GLASS"," W/ FLORAL SPOUT AND DECORATED HANDLE","greek",,,,,
" 2018  MUSEUM QUALITY EUROPEAN BRONZE AGE SCYTHE 2500-1500 BC","bronze age",,,,,,
" 2019 1748 ANCIENT HISTORY of Egyptians"," Carthaginians"," Assyrians"," Babylonians..","egyptian",,,
" 2018 ROMAN MEDIEVAL BLUE GLASS ROOSTER HEAD - BEAUTIFUL WORK"," RARE!","roman",,,,,
" 2018 Ancient Egyptian Boat of God Khnum ( 11th century BC )","egyptian",,,,,,
" 2018 HISTORIAE ROMANAE"," SEXTUS AURELIUS",1696,"roman",,,,
" 2018 ANCIENT ROMAN LORICA SUQMATA ARMOR FRAGMENTS 001","roman",,,,,,
" 2018 ANCIENT ROMAN LORICA SUQMATA ARMOR FRAGMENTS 002","roman",,,,,,
" 2019 *SC* CHOICE CYPRIOT TERRACOTTA DISH"," 1st. cent - 2nd Cent AD","greek",,,,,
" 2019 BRITISH FOUND ANCIENT ROMAN BRONZE POMMEL","roman",,,,,,
" 2018 Ancient Roman Lead Decoration    L=30x25mm 6gr","roman",,,,,,
" 2018 RARE ANCIENT GANDHARA BRONZE BIRD NICE QUALITY (1)","indus",,,,,,
" 2018 Ancient silver jewelery temporal Vikings"," Kievan Rus 10-13 AD № 466/5.","viking",,,,,
" 2018 Roman Lead Token","roman",,,,,,
" 2018 Large Ancient Byzantine Silver Plated Forged Plate 10 - 12th Century AD - A87","byzantine",,,,,,
" 2018 AMAZING ! SAHARIAN Neolithic Terracotta POT - 12 cm diameter x 15 cm height","pre-historic",,,,,,
" 2019 SL02 ANCIENT ROMAN BRONZE ARTEFACTS DETECTOR FIND","roman",,,,,,
" 2019 Ancien Roman KNlFE  - Warriors Relics Metal Detector Found circa 100 AD (+441)","roman",,,,,,
" 2019 Ancient silver jewelery temporal Vikings"," Kievan Rus 9-12 AD № 461/2.","viking",,,,,
" 2019 MUSEUM QUALITY ROMAN BRONZE APPLIQUE CIRCA 100-200 AD","roman",,,,,,
" 2018 ancient antique byzantine gold jewelry","byzantine",,,,,,
" 2018 Roman Unique Old 2 Animal carved Stone Chess Pieces Lovely  # 7K","roman",,,,,,
" 2019 Sahara Neolithic Blade - Multi-Colored Translucent Agate - Authentic","pre-historic",,,,,,
" 2018 ROMAN Artifact - Bronze FISH Handle end - Circa 200-500 AD               /688","roman",,,,,,
" 2019 Amazing rare Coptic Egyptian papyrus Lot of 2 in Greek and Latin","egyptian",,,,,,
" 2018 SUPERB ANCIENT INDUS VALLEY CA.2000 BC TERRACOTTA DECORATED BULL- CHRISTMAS GIFT","indus",,,,,,
" 2018 (15) Damaged Sahara Neolithic Plugs/Labrets"," Prehistoric African Artifacts","pre-historic",,,,,
" 2018 Roman And Visigoth Zoomorphic Bronze Artefacts","roman",,,,,,
" 2018 CIRCA 1075-332BC ANCIENT EGYPTIAN FUNERARY BOAT W/HIEROGLYPHS - ANUBIS - HORUS","egyptian",,,,,,
" 2018 BEAUTIFUL ANCIENT EGYPTIAN GLAZED FAIENCE AMPHORA WITH FACE OF ANUBIS","egyptian",,,,,,
" 2019 Rare ancient glass Phoenician animal "," 300 bc","near east",,,,,
" 2019 Roman Bronze Military Diploma Fragment","roman",,,,,,
" 2018 17. Part From Roman Military Mail","roman",,,,,,
" 2018 Nice 3.5 Sahara Neolithic Stone Celt"," Collectible Prehistoric African Artifact","celt",,,,,
" 2019 Old Roman Patina Glass Piece with Rare Excellent Emperor  & Priest    # 8G","roman",,,,,,
" 2018  CIRCA 300-400AD ROMAN ERA LEGIONARY BRONZE AND IRON OBJECT WITH HUMANOID POMMEL","roman",,,,,,
" 2018  Ancient Roman Iron  auger gimlet  drill Very Rare Toll L=120x110x15mm 80gr","roman",,,,,,
" 2018 13# Old Rare Islamic Ottoman / Balkan / Russian Yatagan Knives & Forks Set 1880","islamic",,,,,,
" 2018 AUTHENTIC ANCIENT GREEK BRONZE SPE@R / SHORT SW0RD","greek",,,,,,
" 2018 ANTIQUE INTAGLIO SPHINX GREEK ROMAN AGATE CARNELIAN STONE RARE!! GIFT","greek",,,,,,
" 2018 Carnelian Agate old Islamic","islamic",,,,,,
" 2018 ANCIENT ROMAN PERIOD DECORATED SALT/PEPPER POT 2nd-3rd Cent AD (1)","roman",,,,,,
" 2018 Roman Britain-ROMAN BRONZE Strap end.","roman",,,,,,
" 2019 VINTAGE VIKING DRAGON SHIP MODEL LONGBOAT NORSEMEN NORSE NAUTICAL","viking",,,,,,
" 2018 HQ - LEO VI The Wise 870-912 AD Constantinople Mint . Byzantine Empire","byzantine",,,,,,
" 2019 Rare Ancient Roman Bronze Padlock - Richly Decorated - NICE GREEN PATINA","roman",,,,,,
" 2018 A Lovely Greek Terracota Fugurine 2/3 Century","greek",,,,,,
" 2019 Scythian"," c. 7th-6th century BC. ZOOMORPHIC APPLICATION - EAGLE","celt",,,,,
" 2019 Viking Bronze Swastika Attachment","viking",,,,,,
" 2018 Ancient Roman Bronze Applique - Flower Decoration  circa 100 AD  (1580+)","roman",,,,,,
" 2018 Ancient Roman Oinochoe 1st-2 Century AD Nice Iridescence","roman",,,,,,
" 2018 exceptional Neolithic/bronze age period carved stone","bronze age",,,,,,
" 2019 BRITISH FOUND ROMAN OR MEDIEVAL ANCIENT THIMBLE IN GOOD CONDITION","roman",,,,,,
" 2018 Roman legionaries Battle Prayer God"," Accent Metal Detecting Find. No Reserve","roman",,,,,
" 2018 Skythischer Bronze-Helm. Skythen. 7 Jahrhundert. Celtic. Viking.","celt",,,,,,
" 2019 Rare Roman bronze miniature toy cutlery "," 1st to 3rd Century ad .","roman",,,,,
" 2018 RUSSIAN OLD ANCIENT ARTIFACT BRONZE ICON WITH SAINT GEORGE KILLING THE DRAGON","russian",,,,,,
" 2018 ANTIQUE SUPERB OTTOMAN ISLAMIC SOLID SILVER & EGG YOLK AMBER CIGAR HOLDER 1880","islamic",,,,,,
" 2018 Rare Ancient Egyptian Scribe - Old Kingdom (2494-2345 BC)","egyptian",,,,,,
" 2018 Ancient Roman Military Mount Cavalry Horse Depiction","roman",,,,,,
" 2018 EGYPTIAN ANTIQUES ANTIQUITIES Nefertiti Akhenaten Wife Sculpture 1370-1336 BC","egyptian",,,,,,
" 2018 Ancient Egypt Egyptian Antiques Gods Bastet Cat Ubasti Pharaoh Carved Stone BCE","egyptian",,,,,,
" 2018 RARE LARGE ANCIENT ROMAN BRONZE LION FACE APPLIQUE 200-400 AD (1)","roman",,,,,,
" 2018 Christie's Catalogue: Antiquities Roman Egyptian Greek Ptolemaic Attic Apulian","egyptian",,,,,,
" 2018 EXTREMELY RARE ROMAN BRONZE STYLUS PEN CIRCA 100-300 AD","roman",,,,,,
" 2019 RARE ROMAN BRONZE ZOOMORPHIC ARTIFACT - FOUND WITH METAL DETECTOR","roman",,,,,,
" 2018   LARGE LEAD INGOT PROBABLY ROMAN OR EARLIER (928 g)","roman",,,,,,
" 2018 A lantern engraved with the emblem of the Ottoman Empire Of bronze Old and rare","islamic",,,,,,
" 2018 INDUS VALLEY TERRACOTTA POT WITH GEOMETRIC DESIGN RARE ANCIENT ARTIFACT (1)","indus",,,,,,
" 2019 RARE ANCIENT GANDHARA BRONZE BIRD NICE QUALITY (3)","indus",,,,,,
" 2018 Fertility ** FLOWER ** ROMAN HUGE BRONZE * ARTIFACT","roman",,,,,,
" 2018 AUTHENTIC ANCIENT GANDHARA DECORATED SCHIST STONE PANEL - L707","indus",,,,,,
" 2018 ANCIENT BACTRIAN KING HEAD HARD STONE RARE 130.1gr 75.1mm","near east",,,,,,
" 2019 Rare Ancient Egyptian Faience Seated Horus 650-530 BC","egyptian",,,,,,
" 2018 UNUSED FIRST EDITION COPY OF WHO'S WHO IN INDIAN RELICS NO. 10",2000,"america",,,,,
" 2019 Amazing rare Coptic Egyptian papyrus Lot of 2 in Greek and Latin","egyptian",,,,,,
" 2018 3rdC ROMAN TYPE AMPHORA - Old Shipwreck Item? Not sure.","roman",,,,,,
" 2018 43# Old Rare Antique Islamic Ottoman Pot Arabic Copper","islamic",,,,,,
" 2018 (7) Choice Small Sahara Neolithic Serrated  Blades Prehistoric African Artifacts","pre-historic",,,,,,
" 2018 Ancient viking bronze decorations 10-12 century","viking",,,,,,
" 2018 58mm Authentic Roman Bronze Fabula"," 1800+ Years Old"," #A7325","roman",,,,
" 2018 Mixed Artifact Lot Roman"," Medieval etc.","roman",,,,,
" 2018 WONDERFUL OLD ROMAN INTAGLIO OLD LAPIZ LAZULI STONE LOVELY EMPEROR COMEO","roman",,,,,,
" 2019 The strong lady"," Sokhmat"," warships and battles in the belief of ancient Egyptian","egyptian",,,,
" 2018 64# Old Antique Islamic Yemeni Kohl Liner Mascara Kajal Kohl Container","islamic",,,,,,
" 2018 ANCIENT ROMAN BRONZE MILITARY STRAP END AMPHORA SHAPED STRAP END","roman",,,,,,
" 2018 RARE ANCIENT GANDHARA BRONZE BIRD NICE QUALITY (1)","indus",,,,,,
" 2018 BYZANTINE BRONZE LARGE APPLICATION","byzantine",,,,,,
" 2018 Ancient Roman Bronze Chariot Mount. Face of Medusa","roman",,,,,,
" 2018 Roman legionary fittings","roman",,,,,,
" 2018 Beautiful Yamani Old Rare Agate Stone With Stunning King Roman Face Curve # Y R4","islamic",,,,,,
" 2018 MUSEUM QUALITY CIRCA 100 BC-AD CELTIC BRONZE SCYTHE","celt",,,,,,
" 2019 Beautiful Anubis Horus And Khnum Ancient Egyptian Relief Faience Rare Wall Art","egyptian",,,,,,
" 2018 ANCIENT GREEK BRONZE GOD PAN MOUNT DECORATION - 300 BC - RARE","greek",,,,,,
" 2018 roman bronze round mount with face relief","roman",,,,,,
" 2018 Rare Large Ancient Egyptian ISIS Nursing Horus  (c. 2686–2181 BCE )","egyptian",,,,,,
" 2018 A Mixture Of Ancient Islamic Items","islamic",,,,,,
" 2018 Outstanding Egyptian faience peice","egyptian",,,,,,
" 2018 EGYPTIAN ANTIQUES ANTIQUITIES Seated Cat Bastet Ubaste Bast 2290-2660 BCE","egyptian",,,,,,
" 2019 ROMAN PERIOD > Ancient Roman leather workers > rough skin  IRON PUNCHER / SPIKE","roman",,,,,,
