Object
Sold  Nov 9 2018 2 Ancient Roman Faceted Red Jasper Beads Romans VERY RARE!  TOP!
Sold  Jan 9 2019 ANCIENT CANAANITE  STONE CYLINDER SEAL
Sold  Dec 9 2018 ANCIENT ROMAN BRONZE HANDLE WITH PHALLUS - 100/200 AD - 13 cm
Sold  Nov 10 2018 IMAZING ANCIENT LEAD GREEK SLING SHOT BULLET 335 GR.32 MM
Sold  Jan 13 2019 Authentic Set of 4 Pre Columbian Mezcala Green Stone beads Aztec Mayan Olmec
Sold  Oct 30 2018 20 Ancient Roman Glass Clay Beads Romans VERY RARE!  TOP !!
Sold  Nov 20 2018 Rare! 3 Genuine Ancient Greek Glass Beads Antuque #1
Sold  Nov 6 2018 Bronze Roman Bar
Sold  Nov 25 2018 ANCIENT ROMAN BRONZE MATRIX-MOULD 2-3 AD
Sold  Dec 16 2018 BYZANTINE LEAD SEAL/ BLEISIEGEL OF THE OFFICER BRACHAMIUS  (7th cent.).
Sold  Nov 8 2018 AUTHENTIC MEDIEVAL VIKING MILITARY IRON D@GGER W/ HANDLE - L599
Sold  Dec 28 2018 ancient Viking Large bell Sea shell REALLY ancient
Sold  Nov 4 2018 1 Ancient Roman Red Jasper Bead Romans VERY RARE!  TOP!
Sold  Nov 21 2018 10 RARE Ancient Roman Clear Glass Beads 2000+ Years Old! Authentic Artifact Lot
Sold  Dec 9 2018 Mixed Artifact Lot Roman Medieval etc.
Sold  Nov 14 2018 Dug Ancient Roman Lead Slingshot Bullet Warwickshire England c. 50-100 AD
Sold  Nov 7 2018 Roman military equipment
Sold  Jan 10 2019 Very Rare Ancient Roman IRON Sheath Ends - LOT OF 3
Sold  Nov 27 2018 4 Ancient Roman Glass Beads Romans VERY RARE!  TOP!
Sold  Nov 21 2018 VERY RARE-ANCIENT GREEK BRONZE AMPHORA END STRAP CIRCA 500 BC-LARGE SIZE
Sold  Dec 9 2018 ROMAN MILITARY LEGIONARY BRONZE DIPLOMA FRAGMENT - circa 1St - 2ND A.D.
Sold  Jan 5 2019 HUGE ANTIQUE VINTAGE TERRACOTTA CHINESE HORSE TANG DYNASTY SCULPTURE 2100m 823g
Sold  Nov 4 2018 156	Ancient Roman bronze scalpel
Sold  Dec 2 2018 SL02 LOT OF 5 ANCIENT ROMAN IRON AROW HEANS
Sold  Oct 22 2018 Large Rare Ancient Egyptian Faience Pharaoh (945-715 BC.)
Sold  Dec 12 2018 SUPERB ANCIENT ROMAN BRONZE HEAD - IMPERIAL WORK! - 100/200 AD - RARE!
Sold  Dec 7 2018 SCARCE - BYZANTINE ERA BRONZE ROUND WITH WITH ISLAMIC DESCRIPTIONS CIRCA 500-700
Sold  Dec 8 2018 Rare Large Ancient Egyptian ISIS With Anubis Old Kingdom (c. 2686–2181 BCE )
Sold  Jan 19 2019 RARE ANCIENT GANDHARA BRONZE BIRD NICE QUALITY (3)
Sold  Dec 24 2018 EXTREMELY RARE ANCIENT GREEK BRONZE MOLD FOR A FINGER CIRCA 2500-1500 BC
Sold  Nov 19 2018 20 Ancient Egyptian Stone Beads Egypt VERY RARE!   TOP !!
Sold  Nov 18 2018 ROMAN TERRACOTTA POT RARE ANCIENT ARTIFACT (2)
Sold  Oct 29 2018 Ancient Lovely Female Roman Head 3000 BC
Sold  Dec 18 2018 1 Ancient Roman Agate Bead Romans VERY RARE!  TOP!
Sold  Dec 3 2018 Rare Large Ancient Egyptian Faience Ramses II  (1279 - 1213 Bce )
Sold  Dec 16 2018 ANCIENT ROMAN AND CELTIC BRONZE ARTIFACT FRAGMENT FIND A METAL DETECTOR
Sold  Dec 12 2018 rare Ancient antique Bronze viking Candlestick artifact beautiful authentic
Sold  Nov 4 2018 Big Egyptian Pectoral Shrine for Tutmosis III - ca. 115 cm.
Sold  Dec 28 2018 50 Ancient Roman Clay Glass Beads Romans VERY RARE!  TOP !!
Sold  Nov 23 2018 ANCIENT ROMAN BLUE GLASS BEADS CIRCA 2ND CENTURY AD - NO RESERVE 0341
Sold  Jan 13 2019 Roman Bronze Chariot Attachment Horse's Head
Sold  Oct 30 2018 SCARCE ANCIENT ROMAN LEGIONARY BRONZE OBJECT EAGLE AQUILLA
Sold  Nov 2 2018 ANCIENT ROMAN GREEN GLASS BEADS CIRCA 2ND CENTURY AD - NO RESERVE 088111
Sold  Nov 22 2018 RARE ANTIQUE VINTAGE CHINESE EXOTIC WOOD FABRIC LANTERN VERY UNIQUE  Not Paper
Sold  Jan 5 2019 ANCIENT ROMAN LEAD ANIMAL VERY NICE AND INTEREST 14.4gr 35.3mm
Sold  Dec 14 2018 Franklin Mint The Fighting Men of the American Revolution - Virginia Officer
Sold  Dec 3 2018 RARE ROMAN / MEDIEVAL BRONZE PHALERA WITH IMAGE OF A HORSE
Sold  Nov 7 2018 35# Old Rare Islamic Antique Ottoman Turkish Yelek Waistcoat Hand Embroidered
Sold  Nov 16 2018 UNIQUE LOCK BRONZE ROMAN CLOATH APPLICATION
Sold  Nov 18 2018 1 Ancient Egyptian Amber Bead Egypt VERY RARE!   TOP !!
Sold  Oct 24 2018 Ancient Roman Bronze Applique - Flower Decoration  circa 100 AD  (1580+)
Sold  Dec 13 2018 LOT OF 3 RARE BRONZE ROMAN BELLS //850
Sold  Nov 30 2018 VIKINGS STEEL WATCH NEW 2018 (RARE)
Sold  Nov 13 2018 Very Beautiful Persian Nisha-puri Lovely Turquoise Stone Persain Turquoise # Ai9
Sold  Dec 16 2018 BRITISH DETECTOR FINDS PAIR OF TWO ANCIENT VIKING BRONZE APPLIQUES W/DRAGON HEAD
Sold  Nov 17 2018 Ancient Roman Fire Starter - Metal Detector Found circa 100 AD (+247)
Sold  Jan 12 2019 TOP CONDITION ANCIENT ROMAN IRON FIRE STARTER+++WITH A FLINT+++
Sold  Jan 4 2019 Pair of Pre-Columbian  Mayan Jadeite  Water Lily  Ear Spools Ear Flares
Sold  Jan 12 2019 EXTREMELY RARE  ANCIENT ROMAN  STONE FOOT SUPERB.96 GR.40 MM
Sold  Oct 21 2018 amazing Egyptian faience cat standing position
Sold  Jan 12 2019 THE VIKING BRONZE  COLOR Tobacco Pipe museum quality artifact VERY Stunning
Sold  Dec 4 2018 Rare Roman Lock Mechanism
Sold  Dec 26 2018 AUTHENTIC ANCIENT GREEK ERA BRONZE SW0RD W/ LUNAR DECORATION - L929
Sold  Oct 26 2018 100 Ancient Roman Glass Clay Quartz Beads Romans VERY RARE!  TOP !!
Sold  Dec 6 2018 Collection of 154 Roman Beads 1st-3rd Century N. Africa
Sold  Jan 2 2019 222-187 BC Seleucid Kingdom Antiochus III Ancient Greek Silver Tetradrachm
Sold  Nov 20 2018 Roman Baldric Rosettes And Other Mounts
Sold  Jan 13 2019 Rare piece of ancient Egyptian civilization 2
Sold  Dec 13 2018 Ancient Fragment Glass Beads Strand Roman 200 BC NO RESERVE  #ML1197
Sold  Jan 4 2019 VINTAGE VIKING DRAGON SHIP MODEL LONGBOAT NORSEMEN NORSE NAUTICAL
Sold  Nov 24 2018 RICHLY DECORATED VIKING ERA Bronze Fire Starter - INTERESTING MODEL
Sold  Dec 18 2018 LARGE ANCIENT EGYPTIAN GLAZED FAIENCE FACE OF PHAROAH
Sold  Dec 31 2018 10 Ancient Roman Blue Glass Beads Romans VERY RARE!  TOP !!
Sold  Nov 22 2018 Roman Old Lapis lazuli Emperor carved Face engraved Stone   #6J
Sold  Dec 26 2018 14 RARE Antique Roman & Phoenician Glass Beads Artifacts Old Collectible
Sold  Dec 8 2018 EXTREMELY RARE-PERFECT-ROMAN IMPERIAL TERRACOTTA MUG - DECORATED 150mm
Sold  Nov 27 2018 Battle Kisten  Kievan Rus -  Vikings  - 10 - 13th century AD
Sold  Dec 1 2018 ATLANTIS Bible Flood CTHULHU LEGEND Egypt  EGYPTIAN Roman Rome Greece GREEK MYTH
Sold  Jan 5 2019 Lot of Roman KNlFES  - Warriors Relics Metal Detector Found circa 100 AD (+410)
Sold  Jan 4 2019 CIRCA 100-300AD ROMAN ERA BRONZE SURGICAL IMPLEMENT. RARE
Sold  Jan 11 2019 1748 ANCIENT HISTORY of Egyptians Carthaginians Assyrians Babylonians..
Sold  Dec 15 2018 Authentic Unique Greek Terracotta Head 5/4th Century B.C.
Sold  Dec 9 2018 ROMAN MEDIEVAL BLUE GLASS ROOSTER HEAD - BEAUTIFUL WORK RARE!
Sold  Nov 3 2018 1 Ancient Roman Glass Bead Romans VERY RARE!  TOP!
Sold  Dec 9 2018 BYZANTINE LEAD SEAL/ BLEISIEGEL OF SERGIUS CHARTULARIUS (7th cent.). VERY NICE!
Sold  Dec 16 2018 Ancient Egyptian Blue Faience plate with lotus symbol and sitting person 18 cm Ø
Sold  Nov 18 2018 HISTORIAE ROMANAE SEXTUS AURELIUS 1696.
Sold  Oct 28 2018 ROMAN ANCIENT BRONZE FISH APPLIQUE- 200-400 AD (1)
Sold  Dec 2 2018 ANCIENT ROMAN LORICA SUQMATA ARMOR FRAGMENTS 001
Sold  Dec 2 2018 ANCIENT ROMAN LORICA SUQMATA ARMOR FRAGMENTS 002
Sold  Jan 19 2019 *SC* CHOICE CYPRIOT TERRACOTTA DISH 1st. cent - 2nd Cent AD
Sold  Nov 26 2018 2 Ancient Celtic Glass Beads Celts VERY RARE!  TOP !!
Sold  Jan 15 2019 BRITISH FOUND ANCIENT ROMAN BRONZE POMMEL
Sold  Nov 10 2018 Ancient Roman Lead Decoration    L=30x25mm 6gr
Sold  Dec 2 2018 VIKING CA.900 AD ARCHAIC BRONZE FIRE STARTER - GOD ODIN AND HIS 2 RAVENS - 11
Sold  Nov 9 2018 Roman Ancient engraved 2 Lapis lazuli stone Beads      # 5x
Sold  Oct 26 2018 Tip top Egyptian faience eye shape
Sold  Nov 6 2018 Ancient silver jewelery temporal Vikings Kievan Rus 10-13 AD № 466/5.
Sold  Nov 6 2018 2pc Rare Vintage Phoenician Face Beads Small size
Sold  Dec 22 2018 VERY RARE ANCIENT ROMAN BRONZE FINGERLINGS (with angels)  4.5gr 20mm
Sold  Jan 2 2019 RARE GENUINE Ancient Roman Large Oil Container MAGNIFIQUE
Sold  Dec 22 2018 Large Ancient Byzantine Silver Plated Forged Plate 10 - 12th Century AD - A87
Sold  Jan 16 2019 SL02 ANCIENT ROMAN BRONZE ARTEFACTS DETECTOR FIND
Sold  Nov 18 2018 1 Ancient Roman Carnelian Bead Romans VERY RARE!  TOP!
Sold  Nov 15 2018 20 Ancient Egyptian Stone Beads Egypt VERY RARE!   TOP !!
Sold  Nov 11 2018 4 Ancient Roman Faceted Carnelian Beads Romans VERY RARE!  TOP !!
Sold  Jan 12 2019 Ancien Roman KNlFE  - Warriors Relics Metal Detector Found circa 100 AD (+441)
Sold  Dec 12 2018 4 RARE Ancient Roman Blue Glass Beads 2000+ Years Old! Authentic Artifact Lot
Sold  Jan 4 2019 MUSEUM QUALITY ROMAN BRONZE APPLIQUE CIRCA 100-200 AD
Sold  Jan 13 2019 25 Ancient Roman Clay Glass Beads Romans VERY RARE!  TOP !!
Sold  Oct 30 2018 Rare Ancient Egyptian Faience Seated Horus 650-530 BC
Sold  Dec 8 2018 ROMAN Artifact - Bronze FISH Handle end - Circa 200-500 AD               /688
Sold  Jan 15 2019 Amazing rare Coptic Egyptian papyrus Lot of 2 in Greek and Latin
Sold  Oct 24 2018 EGYPTIAN ANTIQUES ANTIQUITIES Seated Cat Bastet Ubaste Bast 2290–2670 BCE
Sold  Nov 22 2018 Rare ancient Egyptian Stone Boat (old Kingdom)
Sold  Dec 18 2018 Roman And Visigoth Zoomorphic Bronze Artefacts
Sold  Dec 30 2018 CIRCA 1075-332BC ANCIENT EGYPTIAN FUNERARY BOAT W/HIEROGLYPHS - ANUBIS - HORUS
Sold  Dec 25 2018 BEAUTIFUL ANCIENT EGYPTIAN GLAZED FAIENCE AMPHORA WITH FACE OF ANUBIS
Sold  Dec 21 2018 Authentic Ancient Antiquities MINIATURE Artifact  GREEK SNAKE CHARM
Sold  Jan 9 2019 Rare ancient glass Phoenician animal  300 bc
Sold  Nov 4 2018 RARE ANCIENT GANDHARA BRONZE BIRD NICE QUALITY (1)
Sold  Oct 22 2018 17. Part From Roman Military Mail
Sold  Dec 18 2018 Roman old 2 Wonderful Stone Animal Chess pieces  # 7K
Sold  Oct 29 2018 FINE RARE SUPERB OTTOMAN ERA 900 SILVER MATCH SAFE SULTAN TUGRA & HALLMARKS 1890
Sold  Dec 9 2018 3 Ancient Roman Amazonite Carnelian Beads Romans VERY RARE!  TOP!
Sold  Dec 20 2018 Several Ancient Roman Yellow Glass Beads 2000+ Years Old! Authentic Artifact Lot
Sold  Jan 14 2019 Old Roman Patina Glass Piece with Rare Excellent Emperor  & Priest    # 8G
Sold  Dec 9 2018 SCARCE CIRCA 100-300AD ROMAN ERA BRONZE PATERA OR POMMEL RAMS HEAD
Sold  Oct 30 2018  CIRCA 300-400AD ROMAN ERA LEGIONARY BRONZE AND IRON OBJECT WITH HUMANOID POMMEL
Sold  Dec 30 2018 SILVER LEGIONARY ROMAN CLASPED HANDS
Sold  Nov 23 2018 LARGE ANCIENT ROMAN GREEN GLASS BEADS CIRCA 2ND CENTURY AD - NO RESERVE 0113
Sold  Jan 18 2019 Rare piece of ancient Egyptian civilization
Sold  Dec 22 2018  Ancient Roman Iron  auger gimlet  drill Very Rare Toll L=120x110x15mm 80gr
Sold  Dec 13 2018 Ancient Egyptian Blue Stone Anubis  (c.3100-c.2890 BC)
Sold  Dec 12 2018 13# Old Rare Islamic Ottoman / Balkan / Russian Yatagan Knives & Forks Set 1880
Sold  Dec 29 2018 A383. Roman style bronze applique. Head of Goddess
Sold  Nov 27 2018 ancient Roman bronze With Lapis Lazuli Stone Seal
Sold  Dec 5 2018 ANTIQUE INTAGLIO SPHINX GREEK ROMAN AGATE CARNELIAN STONE RARE!! GIFT
Sold  Nov 6 2018 5 Ancient Roman Carnelian Beads Romans VERY RARE!  TOP!
Sold  Nov 7 2018 HQ - LEO VI The Wise 870-912 AD Constantinople Mint . Byzantine Empire
Sold  Jan 12 2019 Rare Ancient Roman Bronze Padlock - Richly Decorated - NICE GREEN PATINA
Sold  Oct 29 2018 A Lovely Greek Terracota Fugurine 2/3 Century
Sold  Jan 14 2019 Scythian c. 7th-6th century BC. ZOOMORPHIC APPLICATION - EAGLE
Sold  Jan 13 2019 Viking Bronze Swastika Attachment
Sold  Dec 26 2018 20 Ancient Roman Blue Glass Beads Romans VERY RARE!  TOP !!
Sold  Nov 3 2018 1 Ancient Egyptian Amber Bead Egypt VERY RARE!   TOP !!
Sold  Oct 29 2018 BYZANTINE LEAD SEAL/ BLEISIEGEL OF GREGORIOS (11th c.)
Sold  Dec 18 2018 Ancient Roman Oinochoe 1st-2 Century AD Nice Iridescence
Sold  Dec 31 2018 Antique Bronze 2 deer both side Roman Stunning Old Wonderful bead
Sold  Jan 9 2019 BRITISH FOUND ROMAN OR MEDIEVAL ANCIENT THIMBLE IN GOOD CONDITION
Sold  Dec 2 2018 Skythischer Bronze-Helm. Skythen. 7 Jahrhundert. Celtic. Viking.
Sold  Jan 9 2019 Rare Roman bronze miniature toy cutlery  1st to 3rd Century ad .
Sold  Nov 18 2018 RUSSIAN OLD ANCIENT ARTIFACT BRONZE ICON WITH SAINT GEORGE KILLING THE DRAGON
